회사명,거래소코드,회계년도,자산(*)(요약)(IFRS)(백만원),이익잉여금(결손금)(요약)(IFRS)(백만원),자산(*)(요약)(IFRS연결)(백만원),이익잉여금(결손금)(요약)(IFRS연결)(백만원),순운전자본비율(IFRS),순운전자본비율(IFRS연결),부채(*)(요약)(IFRS)(백만원),부채(*)(요약)(IFRS연결)(백만원),금융비용부담률(IFRS),금융비용부담률(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS)(백만원),당기순이익(손실)(요약)(IFRS)(백만원),매출액(수익)(요약)(IFRS)(백만원),영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS연결)(백만원),당기순이익(손실)(요약)(IFRS연결)(백만원),매출액(수익)(요약)(IFRS연결)(백만원)
대한광통신(주),010170,2022/12,245678,-4106,252079,-2402,11.26,11.61,141588,146550,2.06,1.53,-32779,-4750,139206,-31773,-3084,190109
대한그린파워(주),060900,2022/12,60473,-77846,70571,-78140,-1.73,-1.08,28471,37726,1.25,1.92,-13740,-18055,31716,-13256,-17774,33537
대한뉴팜(주),054670,2022/12,169359,34998,,,26.01,,66400,,0.43,,14253,24317,197957,,,
대한약품공업(주),023910,2022/12,276980,225640,,,40.87,,51582,,0.06,,28999,24961,184268,,,
대화제약(주),067080,2022/12,182594,53701,199056,45862,-17.64,-16.1,99015,117365,1.48,1.53,7217,1923,99192,8193,1221,131912
더블유씨피(주),393890,2022/12,1080234,-1952,1078241,-2327,,,142789,143595,,,35481,55633,257451,33712,55258,257451
더이앤엠(주),089230,2022/12,107432,-52251,104139,-54747,4.92,1.85,40881,42297,10.73,7.1,4322,-22432,27897,5391,-22595,46602
덕산네오룩스(주),213420,2022/12,362386,180820,361538,180820,46.91,47.89,42153,41206,-1.47,-1.47,48986,38921,176677,48943,38920,176677
덕산하이메탈(주),077360,2022/12,265476,176440,363539,250238,16.54,16.69,44986,59415,-3.91,0.05,1446,-16879,100247,3759,6105,171513
덕우전자(주),263600,2022/12,176134,70866,210421,79965,-5.61,-4.8,75143,96247,0.19,0.56,18099,10394,174339,12949,13020,208969
데브시스터즈(주),194480,2022/12,214692,42510,300418,39855,24.66,32.15,32662,119179,-0.45,-0.51,-7761,-2761,216304,-13681,-6693,214424
도이치모터스(주),067990,2022/12,561268,110124,1270510,239957,-25.31,-34.5,364752,875204,0.37,0.85,33130,26929,1595612,34591,38560,1957079
동국산업(주),005160,2022/12,525037,176353,874777,174645,23.38,14.49,113476,320290,-0.4,0.5,24101,11958,381295,-18964,2243,860530
동국제약(주),086450,2022/12,639452,457183,768330,467179,27.8,24.31,138879,237266,-1.27,0.21,44924,53008,568081,40909,54757,661647
동신건설(주),025950,2022/12,113287,83643,,,58.48,,23709,,-1.08,,6647,6069,50302,,,
동아화성(주),041930,2022/12,163437,113663,276742,118947,21.58,11.82,32629,134765,-7.84,0.31,29759,16091,117297,16585,15339,349639
동양이엔피(주),079960,2022/12,342855,237180,386126,253278,38.15,39.95,87097,107464,-0.7,-0.2,26842,18170,508001,37505,22957,559811
동양파일(주),228340,2022/12,129413,44215,,,50.3,,6498,,-1.85,,4632,4907,72585,,,
동일금속(주),109860,2022/12,171492,136299,177180,139773,32.88,33.05,20797,23589,-3.81,-3.71,12260,12647,110166,15217,14030,111439
동일철강(주),023790,2022/12,96025,-38719,,,-20.51,,59334,,8.25,,583,-15635,32221,,,
동화기업(주),025900,2022/12,1340295,843389,1846108,837698,-15.58,-9.59,661202,1074761,1.66,1.52,-7390,38053,505782,25780,43303,1100415
디아이티(주),110990,2022/12,255796,144295,254842,143132,49,48.7,76836,77061,-0.23,-0.23,7506,9295,132865,7881,9269,132875
디엑스앤브이엑스(주),180400,2022/12,73668,-43465,85951,-45596,8.18,8.15,39529,51600,3.98,3.79,464,-895,28593,866,-970,32184
디와이씨(주),310870,2022/12,117641,23836,118015,23591,13.58,13.04,70914,71533,0.95,0.95,5579,4538,120653,5559,4293,120653
디와이피엔에프(주),104460,2022/12,203947,64442,210266,63535,11.21,6.09,96153,103392,0.26,0.81,13582,-12558,113703,13279,-11201,113115
디젠스(주),113810,2022/12,55925,-17323,55523,-19706,-13.76,0.41,37563,39233,1.79,1.45,201,-3302,54280,1592,-2100,64952
디케이락(주),105740,2022/12,172839,71609,172858,69192,19.88,19.94,57749,60125,1.96,1.96,2175,7508,108990,1547,5845,109938
라온시큐어(주),042510,2022/12,59210,-3519,76891,2104,20.73,32.77,27162,31796,2.66,2.01,7790,5525,31461,7672,8305,46823
라온피플(주),300120,2022/12,85890,7696,88063,7477,44.21,45.15,31540,33286,0.54,0.41,3069,-231,25834,2085,-507,26490
램테크놀러지(주),171010,2022/12,80394,17234,82722,18639,-0.63,8.11,30580,31106,2,1.74,1475,4413,62186,4040,6059,67023
레이저쎌(주),412350,2022/12,38098,-31311,38065,-31343,62,62.06,2877,2877,-4.22,-4.2,-3678,-4103,6001,-3677,-4131,6033
로체시스템즈(주),071280,2022/12,129305,73946,133763,77634,35.29,37.1,28514,29300,-0.01,0.03,4491,18526,143372,4966,20251,144576
리노공업(주),058470,2022/12,531488,482314,,,64.09,,38305,,-1.77,,108593,114364,322423,,,
매일유업(주),267980,2022/12,991841,302847,974748,275656,31.82,34.25,469217,477925,0.05,0.01,662,27274,1621062,-2901,14431,1685644
매일홀딩스(주),005990,2022/12,355276,569204,1271527,463807,-2.81,24.42,16113,602159,-2.01,0.17,5020,-3631,15586,43177,16855,1979261
메가스터디(주),072870,2022/12,299234,255837,403782,303614,40.37,38.3,31813,63248,-13.07,-4.83,11769,32167,55262,3308,20473,121601
메가스터디교육(주),215200,2022/12,817983,243085,904711,250822,-30.71,-29.85,414136,471009,-0.13,-0.08,151425,101824,747391,164964,99557,835953
메가엠디(주),133750,2022/12,96784,54600,93553,41394,35.04,30.43,21277,27811,-2.38,-1.64,-7135,1864,55811,-8260,2113,64468
메디앙스(주),014100,2022/12,112865,73855,116387,75895,2.27,5.05,34919,35422,-15.32,0.35,2553,-3837,66784,2225,-11726,71422
메디포스트(주),078160,2022/12,394376,-38800,397791,-41897,-3.13,-0.7,214003,215213,10.4,10.64,1194,6021,61394,-6192,2106,64201
명성티엔에스(주),257370,2022/12,48835,-17530,,,-10.36,,32922,,31.09,,-1145,-7149,6217,,,
모델솔루션(주),417970,2022/12,89443,33195,89371,32665,53.63,54,26451,26837,-0.03,-0.03,1425,7819,68886,1254,7709,69976
모바일어플라이언스(주),087260,2022/12,72165,1420,72058,935,33.4,32.09,25203,25994,3.28,3.82,-431,2003,50176,-154,2110,52471
모트렉스(주),118990,2022/12,317026,66628,507659,65933,12.04,18.47,153958,331585,0.67,1.53,33683,23176,404937,45009,38499,568501
무림에스피(주),001810,2022/12,268525,121876,312793,139478,15.48,13.25,96651,104811,0.17,0.47,-21898,-13383,152472,-20367,-8674,153455
미디어젠(주),279600,2022/12,30774,-5374,,,34.88,,14198,,0.99,,-560,-1863,17356,,,
미래나노텍(주),095500,2022/12,375460,105388,487962,120469,6.09,15.78,175648,248599,-0.15,0.37,-3784,-3580,273886,-23902,-7166,490328
미래반도체(주),254490,2022/12,114459,53278,114466,53278,74.59,74.59,60108,60115,0.67,0.67,-3460,15027,550153,-3459,15013,550153
미스터블루(주),207760,2022/12,92808,15791,136410,41199,-18.44,5.38,50501,68160,4.17,1.46,2420,-544,30355,8245,3135,77157
미투젠(유),950190,2022/12,117347,73007,123463,78484,63.62,67.16,7476,8689,-0.96,-0.93,33519,24875,93377,28507,24871,98116
바디텍메드(주),206640,2022/12,177090,135647,195656,140603,47.21,51.72,16508,20825,-0.1,-0.11,20980,23744,103222,23068,25281,118077
바이오플러스(주),099430,2022/12,145990,44028,146518,47089,64.77,65.92,31423,31558,-1.89,-1.87,14179,22157,56719,13359,20708,56719
바이온(주),032980,2022/12,27337,-80499,30119,-81415,30.6,26.24,3734,6324,4.07,3.82,-3284,-9391,11399,-3636,-9926,13516
바이젠셀(주),308080,2022/12,99372,-69817,99373,-69820,61.92,61.93,9728,9731,0,0,-11058,-17391,0,-11089,-17393,0
범한퓨얼셀(주),382900,2022/12,129702,9426,,,66.85,,23293,,-2.56,,-12428,2258,50661,,,
베뉴지(주),019010,2022/12,403657,190805,620172,211290,-2.01,-12.84,144452,268630,1.57,7.51,-11401,-19260,36567,903,-17531,58928
보로노이(주),310210,2022/12,78934,-116184,63950,-120053,43.01,55.26,28540,29692,18.51,18.51,-14120,-16386,9748,-16335,-19900,9768
보성파워텍(주),006910,2022/12,85459,4437,,,45.4,,4681,,-0.24,,-8831,-11114,54199,,,
브레인즈컴퍼니(주),099390,2022/12,47240,28824,,,82.14,,4102,,-4,,5123,5039,18253,,,
브릿지바이오테라퓨틱스(주),288330,2022/12,60636,-86218,61455,-87397,71.56,77.23,8770,9590,-31.01,-29.31,-33769,-41098,3024,-40182,-41700,3024
비나텍(주),126340,2022/12,126118,22932,133325,27340,2.18,8.15,69631,72349,1.19,1.23,7102,5900,70609,11375,11670,70657
비디아이(주),148140,2022/12,54073,-233116,50945,-240217,-70.64,-76.7,141755,142640,6.78,6.78,-8995,-65891,12949,-8995,-68904,12949
비비씨(주),318410,2022/12,80995,21814,83681,18132,40.09,44.47,4045,10843,-2.93,-0.18,6786,2445,30993,6954,1022,45267
비씨엔씨(주),146320,2022/12,106413,26835,110832,25717,8.32,8.36,32444,37557,0.1,0.3,7556,8719,80050,10159,10126,82050
비에이치아이(주),083650,2022/12,446276,-28655,449374,-33972,-24.75,-23.96,394019,399836,2.77,2.67,13994,-20571,320649,15242,-19118,330197
비플라이소프트(주),148780,2022/12,16187,-8562,16398,-8204,62.83,62.21,4329,4493,-0.69,-0.69,341,-92,16244,392,-46,16259
빛샘전자(주),072950,2022/12,76911,47798,83518,48696,43.1,45.65,10324,15421,-1.73,-0.39,3584,2841,37994,5606,2196,93009
삼륭물산(주),014970,2022/12,95511,49731,112471,46454,0.75,3.22,32197,52857,1.22,1.05,-2033,547,40890,-2343,-2622,90280
삼목에스폼(주),018310,2022/12,563649,367943,631168,392893,8.11,8.52,139485,182452,-0.41,0.02,52832,52720,317584,60947,59799,337691
삼보모터스(주),053700,2022/12,388918,65630,864520,158853,-13.28,-10.86,251845,600725,1.58,1.08,20418,4532,348631,71691,21355,1199853
삼보산업(주),009620,2022/12,204739,-26940,338443,-24828,-34.57,-15.81,182642,288906,2.01,2.17,4291,-12829,362140,23333,-10974,455016
삼아제약(주),009300,2022/12,203168,160319,203198,160354,46.84,46.9,22538,22580,-3.34,-3.34,19649,11912,81700,19604,11912,81700
삼영엠텍(주),054540,2022/12,94799,37628,101302,36367,13.81,24.72,32578,37873,-0.38,-0.18,1548,-11431,75185,2564,-8723,90677
삼영이엔씨(주),065570,2022/12,80214,19064,,,51.8,,43160,,2.52,,-7216,-41769,31901,,,
삼지전자(주),037460,2022/12,206124,79141,993239,221906,-2.27,30.13,55189,495205,-36.83,0.24,5212,9901,31220,29506,77999,2922015
삼천당제약(주),000250,2022/12,264080,86422,373276,112079,17.4,32.04,117192,127634,1,0.3,13062,5961,128224,13279,8832,177335
삼천리자전거(주),024950,2022/12,137777,34138,142667,39418,5,7.39,48158,49246,0.53,0.61,-5938,-3746,105303,-5915,-5040,116235
삼현철강(주),017480,2022/12,224290,178325,,,66.99,,34897,,-0.27,,38765,16011,340567,,,
상신이디피(주),091580,2022/12,179658,58428,244491,78799,9.3,7.8,84049,122054,0.71,0.64,12465,17378,116331,36649,24498,290811
상신전자(주),263810,2022/12,64848,24508,75622,26532,31.74,33.61,26398,34456,0.24,0.43,-1696,-273,104011,-1239,1125,111345
서암기계공업(주),100660,2022/12,75647,47160,,,56.33,,11514,,-1.17,,2939,2177,50418,,,
서울바이오시스(주),092190,2022/12,349236,-42246,755995,-27728,-22.54,-10.56,266838,588483,3.2,2.76,30399,-86612,181357,65540,-93690,438792
서울반도체(주),046890,2022/12,956961,410736,1289872,390615,22.16,19.02,190107,514303,-0.76,0.73,101825,24913,941191,155678,-54326,1109427
서울전자통신(주),027040,2022/12,116933,-23829,129205,-43689,-8.72,-1.5,64898,74894,9.52,3.41,943,-12968,14946,2821,-10364,51836
서호전기(주),065710,2022/12,96392,81562,101805,83441,36.22,43.48,9340,11666,-2.58,-2.09,15248,10138,46726,15686,11303,60171
선바이오(주),067370,2022/12,42899,2501,,,-4.48,,19060,,0.2,,1639,869,7420,,,
선진뷰티사이언스(주),086710,2022/12,130579,45993,135571,47320,15.82,17.86,67437,68704,1.8,2.09,9474,19445,60529,10748,20105,64332
성우전자(주),081580,2022/12,95503,61546,160267,93999,28.58,25.92,19484,50716,-5.74,-0.51,3961,960,18428,7158,3299,165925
성우테크론(주),045300,2022/12,83640,42024,92594,45074,17.83,16.37,20897,22598,-1.31,-1.27,4526,4372,43201,4764,4812,44410
성일하이텍(주),365340,2022/12,393713,27551,420548,30776,32.6,30.12,105270,129315,0.13,0.57,27898,36265,232314,42824,39144,269896
성호전자(주),043260,2022/12,194991,11214,232121,3098,22.41,23.5,113026,149131,1.52,1.65,26444,-1053,105476,39414,-4192,153576
세명전기공업(주),017510,2022/12,82985,67254,,,28.27,,8262,,-4.41,,-3029,2254,13966,,,
세종텔레콤(주),036630,2022/12,414779,1594,431809,315,36.64,39.82,104180,116242,-3.08,-2.1,6812,-38905,232020,13882,-38213,324268
소니드(주),060230,2022/12,136713,-47362,147021,-49521,-15.39,5.18,59916,70146,11.46,6.17,1145,-11832,38775,-5174,-11721,76900
소프트캠프(주),258790,2022/12,32416,633,32644,653,22.53,23.89,15748,15824,2.76,2.75,1244,523,18780,664,649,19017
솔브레인(주),357780,2022/12,861217,318103,934907,344290,30.86,35.43,132795,135668,-0.3,-0.16,166251,148302,1047568,190815,167673,1090867
솔브레인홀딩스(주),036830,2022/12,1063087,2103931,1689281,2227903,1.26,2.81,66206,507496,0.72,1.51,1625,7249,24235,-5340,59539,565106
솔트웨어(주),328380,2022/12,33200,992,33256,1005,57.8,57.64,13211,13242,-0.63,-0.63,-997,-4855,31349,-1013,-4882,31349
스튜디오드래곤(주),253450,2022/12,1058018,191199,1090666,212562,-6.83,-1.48,422278,429935,-0.19,0.27,-59105,42727,619908,-62912,50565,697946
시그네틱스(주),033170,2022/12,192880,36319,193210,36586,17.45,17.57,61849,61897,-0.03,-0.03,14205,7400,287600,14376,7532,287600
신라섬유(주),001000,2022/12,31936,-1690,,,-47.99,,16544,,13.23,,915,-36,4430,,,
신라에스지(주),025870,2022/12,47778,6073,47855,4504,-0.88,-0.85,29983,30175,1.16,1.13,-3539,892,71825,-3645,1134,73422
신라젠(주),215600,2022/12,102064,-417807,103446,-418115,55.83,58.39,26915,24507,-2.95,-1.39,-17830,-26330,5013,-22140,-25257,5013
신성델타테크(주),065350,2022/12,298480,143122,627848,146640,-7.58,-3.82,108616,413358,1.17,0.75,2885,14896,144765,-2906,23920,793424
신신제약(주),002800,2022/12,121071,37867,121213,37484,2.83,2.24,61014,61682,1.58,1.6,5081,4580,91904,5461,4355,91926
신원종합개발(주),017000,2022/12,227137,31956,,,30.01,,133301,,0.41,,12040,4440,188210,,,
신일제약(주),012790,2022/12,142832,117118,,,35.93,,19554,,-0.43,,13688,12157,80007,,,
신화인터텍(주),056700,2022/12,166356,6062,172821,7513,-12.56,-6.54,77585,80450,1.05,0.97,264,-7495,184199,1127,-8405,201246
신흥에스이씨(주),243840,2022/12,424404,76839,656314,117231,10.9,-2.1,159816,348472,-0.2,1.05,3991,8707,187933,50277,19599,477825
쌍용정보통신(주),010280,2022/12,185568,10292,263420,12705,-0.61,3.47,129385,202047,-0.24,-0.18,25907,9391,260461,53860,12241,325214
씨비아이(주),013720,2022/12,71593,-28917,74368,-30710,23.93,29.78,28723,31735,7.44,6.64,1761,-29279,33629,-1342,-29696,36024
씨아이에스(주),222080,2022/12,438655,12085,443995,7660,13.39,15.26,301289,303962,1.2,1.16,55989,15039,157217,55207,11536,159362
씨앤지하이테크(주),264660,2022/12,154724,66743,154691,66726,48.36,49.24,61262,61330,0.31,0.31,26639,16874,192781,26588,16856,192781
씨앤티85(주),056730,2022/12,49889,-75055,,,-9.86,,29615,,3.36,,5299,1376,32081,,,
씨에스베어링(주),297090,2022/12,140285,-4571,155894,-13170,4.2,11.31,46900,68770,-1.29,4.47,-593,-9975,42898,-2132,-17382,49007
씨유테크(주),376290,2022/12,85504,32753,144334,68537,35.42,51.43,23492,43179,-60.82,0.09,9835,8243,16214,8805,3817,216441
씨제이바이오사이언스(주),311690,2022/12,88489,-61653,91389,-62738,19.94,17.46,37839,41734,35.05,35.14,-19651,-33828,3837,-20993,-34913,4075
씨제이프레시웨이(주),051500,2022/12,1391556,58905,1484727,64496,-9.15,-8.19,1143295,1080671,0.65,0.43,105159,39646,2317435,123608,52243,2747692
씨큐브(주),101240,2022/12,86375,50886,,,38.52,,21523,,1.19,,9894,5384,46285,,,
아미코젠(주),092040,2022/12,282452,33302,429652,51280,-31.76,-14.25,156655,259874,17.23,4.88,-13527,-58743,34416,-22413,-45791,144296
아비코전자(주),036010,2022/12,123908,71291,147451,77106,35.13,40.64,13791,30461,-1.95,-0.49,7636,7985,74217,10610,9359,164697
아이디피(주),332370,2022/12,56823,33195,57686,33195,73.61,75.94,6204,6889,-1.15,-1.06,1662,10330,40538,2121,10375,43112
아이쓰리시스템(주),214430,2022/12,113326,52903,,,33.98,,34666,,-0.18,,-727,6183,83846,,,
아이진(주),185490,2022/12,77444,-130237,80381,-129722,75.83,79.51,11195,11426,-20.17,-22.36,-16402,-25915,5307,-18568,-26489,5293
아이큐어(주),175250,2022/12,203800,-54968,224121,-60603,-16.12,-13.06,107870,132262,13.87,10.06,-11613,-39439,34300,-11282,-42549,59367
아이크래프트(주),052460,2022/12,67607,29394,89397,31858,21.33,27.65,36917,56095,0.21,0.58,-4238,-1901,93737,-7279,323,112898
아이텍(주),119830,2022/12,163755,13273,179016,12399,44.53,43.24,22601,37306,-1.35,-0.08,13785,22010,39817,11151,21662,76654
아진산업(주),013310,2022/12,458850,134845,684403,146267,-0.17,3.56,213837,439391,1.98,2.34,33396,32693,270459,89423,32781,597771
안국약품(주),001540,2022/12,206647,124682,223912,133487,28.53,27.02,62488,69241,-0.42,-0.12,1117,2123,191005,1788,6879,205389
알리코제약(주),260660,2022/12,153536,43156,,,16.19,,64990,,0.27,,4836,8034,167737,,,
알서포트(주),131370,2022/12,84628,36347,96161,46123,37.39,41.75,7780,10241,-3.22,-2.74,8040,3290,40215,9590,4216,48599
알에스오토메이션(주),140670,2022/12,88777,20042,89627,19916,24.67,25.25,46980,47812,0.52,0.51,1909,531,99069,1374,868,102449
알에프머트리얼즈(주),327260,2022/12,57930,13496,95912,13496,49.69,37.55,15035,43075,1.65,0.95,1509,3345,19476,4597,3562,50442
알에프에이치아이씨(주),218410,2022/12,393941,99234,473338,99234,51.4,51.81,122265,165491,-2.43,-1.11,-1839,2785,64766,3969,4858,108033
압타바이오(주),293780,2022/12,56114,-68473,,,34.54,,3744,,-3241.79,,-6833,-10565,48,,,
애니젠(주),196300,2022/12,25888,-25638,,,-12.14,,12492,,8.95,,-2547,-6205,8662,,,
애머릿지코퍼레이션,900100,2022/12,69224,-174882,77263,-139464,27.3,19.06,8877,8894,2.35,1.88,4014,1695,52783,4175,1383,66013
앱클론(주),174900,2022/12,54061,-43811,,,30.05,,17457,,6.77,,-7492,-9254,3406,,,
어보브반도체(주),102120,2022/12,182678,98773,331532,93755,24.41,-0.08,56428,158463,-0.06,0.3,-11452,18804,194286,-2411,12655,242577
에브리봇(주),270660,2022/12,86864,14980,,,40.76,,24617,,0.39,,6499,6949,53007,,,
에스넷시스템(주),038680,2022/12,199126,4395,270976,14138,5.3,10.16,143932,196324,0.93,0.58,-24204,-1092,253875,-27190,-4073,389494
에스디엔(주),099220,2022/12,165889,5013,177622,16669,15.68,14.22,71640,75458,-3.03,2.05,-10237,-2703,103689,-9272,761,104471
에스맥(주),097780,2022/12,233483,-38670,301257,-25742,17.25,32.32,27136,66862,0.79,0.45,-11759,-45917,33209,-13892,-63097,174079
에스비더블유생명과학(주),151910,2022/12,85723,-115395,97689,-114759,-7.3,-2.81,50966,59332,14.65,9.98,-253,-20160,27749,6671,-15912,50852
에스씨아이평가정보(주),036120,2022/12,40131,14878,38820,12187,28.83,51.39,8084,8420,-0.99,-1.26,5733,2845,38348,5365,2344,40899
에스씨엠생명과학(주),298060,2022/12,33020,-147026,,,16.59,,8509,,-2.04,,-11172,-22930,396,,,
에스엔유프리시젼(주),080000,2022/12,184381,8181,184818,8308,42.36,42.58,48073,48329,-1.06,-1.04,8629,7454,123422,8894,7567,124442
에스엔케이폴리텍(주),091340,2022/12,82528,22138,266296,43227,4.5,12.84,30425,144227,2.79,0.92,1563,-448,16907,12773,-1727,336087
에스와이(주),109610,2022/12,308620,5314,418425,18716,4.89,6.51,146844,229220,0.77,1.11,30659,2463,401437,29649,8048,537202
에스지씨이테크건설(주),016250,2022/12,970673,218507,973526,229027,8.7,8.71,724643,727214,-1.11,-1.06,120081,48792,1522979,116010,51996,1523333
에스지에이(주),049470,2022/12,73151,-11920,,,17.77,,26975,,-0.31,,-3810,-7003,54960,,,
에스지에이솔루션즈(주),184230,2022/12,69139,-25568,94907,-17275,1.37,11.13,24132,37841,15.22,7.18,3183,-2193,16703,3260,4823,37324
에스지이(주),255220,2022/12,182011,44697,193478,49105,-11.56,0.06,111934,118490,5.34,3.74,-4589,2669,59275,1428,2411,89858
에스케이오션플랜트(주),025440,2022/12,134929,-37187,144950,-32344,21.89,22.59,77281,82876,0.28,0.49,14277,-3366,367269,17123,-4499,381810
에스케이오션플랜트(주),100090,2022/12,1190066,26996,1220004,22181,1.03,-3.94,668376,694046,2.68,3.15,50811,24926,654274,68590,28014,691830
에스텍(주),069510,2022/12,173410,127440,254436,138509,44.47,37.36,43699,114947,-0.14,0.16,4406,16348,382744,9040,9536,468449
에스트래픽(주),234300,2022/12,168497,3915,178968,2165,20.94,20.8,102319,110477,0.09,1.42,2763,26409,109595,5316,32385,132070
에스티팜(주),237690,2022/12,555146,128674,570652,126893,13.66,14.72,214451,229549,0.75,0.65,6183,16091,209270,7031,17516,249322
에스퓨얼셀(주),288620,2022/12,153199,13522,153109,13139,48.22,48.37,82685,82703,1.25,1.25,-6405,989,46776,-6657,751,46776
에이디엠코리아(주),187660,2022/12,46924,12966,46292,11462,55.22,56.99,14117,15583,-1.24,-1.06,1900,1144,14881,904,-59,14883
에이비엘바이오(주),298380,2022/12,143066,-338489,185181,-339134,7.9,4.52,72944,115667,-0.33,1.62,72548,3854,65334,72132,3209,67301
에이비온(주),203400,2022/12,24004,-149964,24144,-149964,38.64,45.87,8904,9043,-20.67,-20.71,-19578,-19925,2507,-19886,-19925,2507
에이에프더블류(주),312610,2022/12,67418,18337,,,66.2,,1461,,-21.2,,622,-3369,4437,,,
에이치비솔루션(주),297890,2022/12,213841,73608,214545,83122,22.12,22.49,71350,71547,0.97,0.97,56442,43269,187337,56430,43592,187600
에이치엘비(주),028300,2022/12,1147905,37475,967265,-132598,15.75,14.81,144837,268287,5.41,5.61,32933,10325,176069,-61816,-98603,179708
에이치엘비생명과학(주),067630,2022/12,405204,-29035,411790,-40963,23.28,32.54,164975,175724,42.63,8.7,-17107,-57604,20652,-29744,-54360,99591
에이치엘비제약(주),047920,2022/12,142177,-11645,,,4.99,,56249,,4.4,,-2763,-11777,107482,,,
에이치엘비테라퓨틱스(주),115450,2022/12,196542,16469,187643,-1916,10.96,11.4,54107,59528,6.36,8.5,1748,-3429,42578,-8809,-12104,48132
에이치케이이노엔(주),195940,2022/12,1803108,94114,,,-1.32,,638887,,1.37,,58589,38134,846522,,,
에이테크솔루션(주),071670,2022/12,205047,65775,242734,68878,4.19,0.32,126313,159223,0.63,0.81,-7903,4714,203840,-4576,4716,249523
에이피시스템(주),265520,2022/12,544710,201874,548113,204013,31.1,31.75,276907,277914,0.3,0.3,108854,82309,481607,111103,82238,486608
에이피에스홀딩스(주),054620,2022/12,275636,706094,367638,712650,-6.94,-1.27,93633,155030,26.24,8.39,-3371,-401,12128,-12863,6393,40822
에이피위성(주),211270,2022/12,109299,24025,,,67.95,,23948,,-2.33,,7639,4077,53604,,,
에이피티씨(주),089970,2022/12,157040,102609,156634,100014,57.16,68.89,38544,38722,-0.67,-0.75,-6272,29913,141385,-8212,27878,141385
에코바이오홀딩스(주),038870,2022/12,95028,679,95822,-7706,17.27,17.09,26308,26336,-25.87,-9.44,7842,-3608,16784,4877,-4702,16784
에코캡(주),128540,2022/12,129308,7663,153774,14660,38.52,27.14,46851,65199,0.81,1.44,-10336,-4122,107677,-6470,-3224,121663
에코플라스틱(주),038110,2022/12,461794,117102,810931,105523,-8.96,-18.45,293301,654427,0.15,0.53,59312,10735,1066473,85913,23595,1821519
에프엔에스테크(주),083500,2022/12,86101,23468,92366,23617,13.03,13.34,24504,28380,0.87,0.9,17348,4914,64995,14629,4050,67642
엑스큐어(주),070300,2022/12,26020,4848,,,73.1,,1487,,-3.63,,868,891,10276,,,
엔브이에이치코리아(주),067570,2022/12,494978,109744,1065185,72998,-26.18,-7.98,297082,766700,1.26,0.96,34301,14082,440268,94501,7592,1230007
엔시트론(주),101400,2022/12,36753,-54596,37203,-54205,48.55,51.12,7610,8123,2.65,2.33,-1329,-1438,21650,-3549,-218,24847
엔에이치엔한국사이버결제(주),060250,2022/12,463126,181482,468184,183133,22,23.38,266447,269630,-0.26,-0.25,47403,33941,814379,41376,34855,822763
엔젯(주),419080,2022/12,53770,-37510,,,75.11,,6403,,-0.88,,3505,4113,21666,,,
엘비세미콘(주),061970,2022/12,582487,171668,767094,187136,-16.14,-1.18,352747,385946,2.83,1.45,90735,37706,323457,124018,44715,524605
엘컴텍(주),037950,2022/12,74832,8412,75214,8290,29.39,31.47,5632,8859,-1.27,-0.45,10783,8136,41603,10678,7345,41603
엘티씨(주),170920,2022/12,142865,34300,271484,34628,-10.18,14.41,60455,178197,5.33,3.13,9008,1529,46497,23229,3027,219427
엠에프엠코리아(주),323230,2022/12,88251,374,132948,-13407,25.8,20.95,44265,102050,2.03,3.64,5421,942,78305,-8306,-557,145691
엠케이전자(주),033160,2022/12,366933,91139,2170017,337540,-7.39,-3.93,227945,1152567,0.59,1.61,23748,3357,559689,80230,3125,1023210
영신금속공업(주),007530,2022/12,137279,20111,143148,24305,-14.01,-12.89,98012,100620,1.67,1.7,7271,2010,140620,9848,2487,146324
영창케미칼(주),112290,2022/12,116088,18040,,,12.93,,48541,,1.26,,4168,4165,82350,,,
영풍정밀(주),036560,2022/12,412207,171095,,,11.39,,71657,,-8.64,,12729,15510,89066,,,
영화테크(주),265560,2022/12,84412,41906,81305,38454,43.13,47.97,24780,24370,-0.45,0.01,4533,6610,47301,5196,4825,47945
예스이십사(주),053280,2022/12,379277,68278,387641,67260,-23.04,-21.9,194565,204009,0.09,0.16,10434,4692,646765,10141,880,663771
오로라월드(주),039830,2022/12,348222,93087,463965,114413,-17.96,-7.87,241328,329479,2.99,3.29,5625,4333,177998,-1852,7562,231694
오브젠(주),417860,2022/12,10533,-11275,,,29.73,,10427,,0.29,,853,-1947,25933,,,
오상자이엘(주),053980,2022/12,66610,-10247,99685,15094,23.24,21.38,22626,27719,-5.3,-0.32,5602,7002,87456,6131,8439,95846
오성첨단소재(주),052420,2022/12,243054,20601,280850,17554,28.85,32.7,42765,80660,1.08,1.78,16612,1771,98979,31759,2418,117108
오션브릿지(주),241790,2022/12,119607,71381,137617,72853,31.41,32.46,24385,34047,0.06,0.25,44633,16792,127934,37216,15784,164969
오스템임플란트(주),048260,2022/12,989491,363806,1372321,328428,-18.34,-16.87,616767,1009776,0.8,0.54,145617,163585,730958,161800,144201,1053472
