회사명,거래소코드,회계년도,자산(*)(요약)(IFRS)(백만원),이익잉여금(결손금)(요약)(IFRS)(백만원),자산(*)(요약)(IFRS연결)(백만원),이익잉여금(결손금)(요약)(IFRS연결)(백만원),순운전자본비율(IFRS),순운전자본비율(IFRS연결),부채(*)(요약)(IFRS)(백만원),부채(*)(요약)(IFRS연결)(백만원),금융비용부담률(IFRS),금융비용부담률(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS)(백만원),당기순이익(손실)(요약)(IFRS)(백만원),매출액(수익)(요약)(IFRS)(백만원),영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS연결)(백만원),당기순이익(손실)(요약)(IFRS연결)(백만원),매출액(수익)(요약)(IFRS연결)(백만원)
오토앤(주),353590,2022/12,55481,-839,55570,-850,32.9,32.85,25390,25486,0.65,0.65,-1655,-2422,47596,-1678,-2412,47843
오픈엣지테크놀로지(주),394280,2022/12,51742,-66104,53855,-68269,39.63,48.25,17673,21606,-3.19,-0.93,-24851,-24786,10012,-26691,-25227,10012
올리패스(주),244460,2022/12,27328,-207131,24942,-224481,27.54,7.35,12461,15716,-28.46,13.78,-14346,-22121,411,-15486,-24752,2296
올릭스(주),226950,2022/12,130718,-100819,132651,-103224,16.79,19.23,63189,66449,15.46,16.46,-28472,-19991,9491,-30683,-21888,9320
옴니시스템(주),057540,2022/12,98272,20236,107399,23191,32.15,31.35,13517,19680,-0.1,0.08,2274,3330,70161,1509,463,98048
옵티시스(주),109080,2022/12,56757,45143,,,68.96,,5665,,-1.35,,4610,7393,28705,,,
와이더블유(주),051390,2022/12,97493,68076,97823,68348,37.35,37.71,21157,21224,-0.54,-0.54,-7589,2927,20284,-7651,3028,20284
와이아이케이(주),232140,2022/12,326402,138125,519098,155296,40.74,43.9,74198,164468,-0.66,-0.96,12727,19520,235135,30020,34351,285268
와이엠씨(주),155650,2022/12,127299,83231,142084,86575,39.14,39.57,23055,26557,-0.15,-0.19,19831,18275,232557,23201,20483,235381
와이엠티(주),251370,2022/12,166530,31742,247912,76318,-4.69,14.09,87364,96547,0.19,0.98,9656,-4208,75095,13491,2597,130567
와토스코리아(주),079000,2022/12,82816,67617,,,74.32,,4913,,-11.65,,3117,5312,19511,,,
우리바이오(주),082850,2022/12,116548,8390,558937,35125,32.02,19.44,21258,332209,-1.72,0.24,3036,694,30901,43353,25126,1355056
우리산업(주),215360,2022/12,234379,33684,238231,34273,-2.41,-0.02,151299,152485,0.34,0.51,-4458,-17315,351684,-3414,-17957,364602
우리산업홀딩스(주),072470,2022/12,104786,2765,401830,24895,0.42,1.84,5473,216192,-2.12,0.55,1682,1458,4406,1388,-18306,495522
우리손에프앤지농업회사법인(주),073560,2022/12,209884,72767,477210,200176,-4.24,4.87,68020,215289,0.62,0.49,14423,12075,98410,36012,26507,286865
우리엔터프라이즈(주),037400,2022/12,167535,47430,652481,11321,0.53,17.11,27496,354894,0.94,0.26,-28,-1060,26523,41446,25243,1379503
우리이앤엘(주),153490,2022/12,126341,-5562,108835,-3628,33.56,50.47,44094,33399,0.16,0.41,22997,2081,137120,28438,5296,136162
우림피티에스(주),101170,2022/12,95275,63482,95217,63410,41.11,41.32,9037,9039,-0.64,-0.64,1864,5102,68463,1823,5094,68322
우수AMS(주),066590,2022/12,214378,1673,277569,1587,-3.06,-16.69,133034,204659,0.98,1.22,18446,-20307,248614,11146,-17518,356901
우원개발(주),046940,2022/12,158997,40008,165096,32776,6.83,18.4,60169,61256,-0.65,-1.11,630,2927,190444,2835,3738,196292
우진비앤지(주),018620,2022/12,50535,-18504,91522,-14597,-0.42,23.69,23174,26956,5.42,3.11,1740,-376,28147,2636,1013,43703
원텍(주),336570,2022/12,72151,9320,73790,10648,69.57,69.74,16269,16735,0.16,0.16,14947,13189,79876,14781,13396,81509
원풍물산(주),008290,2022/12,33088,-35685,,,2.52,,19029,,1.33,,-2725,-3508,33300,,,
웹케시(주),053580,2022/12,128913,65907,,,11.65,,25885,,-0.36,,8585,11534,87867,,,
위더스제약(주),330350,2022/12,119395,64736,,,28.37,,36359,,-0.12,,5380,2479,64680,,,
위즈코프(주),038620,2022/12,84220,-453,87515,2047,29.53,31.33,8501,9150,-1.2,-1.2,1639,1834,41214,1006,2601,41214
윈텍(주),320000,2022/12,28736,13104,,,50,,6013,,-0.77,,1975,1771,20269,,,
윙입푸드홀딩스,900340,2022/12,,,207116,121388,,41.54,,39014,,-0.12,,,,14042,16346,168597
유니셈(주),036200,2022/12,230641,163354,234727,169333,60.69,60.85,33822,35291,-0.32,-0.29,15971,19406,245886,16890,19589,253229
유니슨(주),018000,2022/12,269599,-13922,262006,-24123,-15.32,-16.34,192124,194799,2.9,2.88,743,-13922,237829,-1188,-13092,239179
유비벨록스(주),089850,2022/12,146828,50415,442772,47959,-1.49,21.87,61146,228913,0.79,1.73,5438,4849,107505,-6337,2823,449332
유아이엘(주),049520,2022/12,118622,56642,209114,113784,29.69,36.63,24310,60757,-1.36,-0.28,605,5236,67988,10370,6832,332931
유일에너테크(주),340930,2022/12,114016,-12331,156003,23089,-9.12,-6.26,89940,96516,6.47,6.46,-4123,-21115,47436,-4247,14478,47469
유진기업(주),023410,2022/12,1656570,416619,2030422,400315,-10.25,-10.48,735488,1092826,1.18,1.53,-20804,37374,911598,19438,31132,1407717
이노뎁(주),303530,2022/12,55560,5541,,,42.97,,16299,,-0.42,,-3480,563,76416,,,
이노시스(주),056090,2022/12,136769,-58332,141439,-58332,12.3,15.65,79685,83760,25.13,13.91,2445,-18540,22419,-5365,-18808,41169
이니텍(주),053350,2022/12,122977,68812,,,86.05,,6261,,-3.47,,-7664,201,53834,,,
이삭엔지니어링(주),351330,2022/12,67792,14168,69964,14887,44.27,42.37,20604,22073,-0.25,-0.16,-14072,1557,57540,-13861,2072,59678
이엠코리아(주),095190,2022/12,169486,9548,173291,-11569,2.35,-0.55,67928,92849,1.04,1.68,-2247,-6078,88568,-5877,-9456,95529
이오플로우(주),294090,2022/12,153443,94395,152250,91260,41.52,42.24,53066,53522,-18.21,14.5,-19521,-27545,6647,-21829,-31298,6708
이원다이애그노믹스(주),245620,2022/12,139378,-84769,192011,-91397,-41.41,-34.81,101726,159175,8.28,10.63,-12987,-25188,63286,-10892,-29865,94244
이원컴포텍(주),088290,2022/12,97876,-29610,,,-20.14,,48350,,10.13,,8458,-9645,47777,,,
이트론(주),096040,2022/12,158946,-56315,182984,-54298,-12.29,-4.56,86400,107129,6.43,4.91,-4567,-34164,55248,-3089,-30233,71564
이화공영(주),001840,2022/12,94770,16537,,,23.51,,47813,,-0.15,,-14511,572,194558,,,
이화전기공업(주),024810,2022/12,362700,-46233,358696,-63838,2.51,9.58,127810,139937,4.36,5.4,8192,-67851,51587,-9897,-83353,52488
인바이오(주),352940,2022/12,87360,-6039,,,33.21,,40871,,5.4,,-8499,-3445,34240,,,
인베니아(주),079950,2022/12,107009,21551,113687,21509,11.08,5.29,55019,61229,2.19,2.18,4781,-1183,56618,4605,-1014,56862
인선이엔티(주),060150,2022/12,456760,195888,550219,208843,1.7,3.83,125048,208374,1.14,0.84,22325,16536,115867,33922,21896,237617
인카금융서비스(주),211050,2022/12,293621,57790,291945,55981,15.42,15.61,218385,218532,0.24,0.24,-559,21323,400867,-895,20788,401449
인크로스(주),216050,2022/12,235082,80422,236898,79541,38.14,39.24,129801,130941,-4.69,-4.4,11264,15538,49444,11423,15409,53308
인탑스(주),049070,2022/12,575036,508850,870480,612176,39.55,41.72,71088,139181,-2.24,-0.77,128133,84795,510750,165863,118191,1114155
인포뱅크(주),039290,2022/12,79591,41258,89136,45289,11.58,14.28,22788,24841,-0.52,-0.35,4839,521,105122,4597,1293,140174
인화정공(주),101930,2022/12,302507,139750,340722,117861,-23.13,-21.37,110961,170371,-9.83,3.26,1581,12394,74140,-4286,-10771,148390
잉글우드랩(주),950140,2022/12,112490,20549,135376,20300,44.58,44.16,17766,42349,0.26,0.64,1515,6735,110105,9562,7265,151509
자이글(주),234920,2022/12,61044,-4173,,,-11.11,,19335,,2.13,,-829,-3735,14993,,,
재영솔루텍(주),049630,2022/12,206165,-56825,201387,-61489,-19.48,-22.35,138838,138783,3.66,3.9,-298,-227,119361,9546,-11230,119577
전진바이오팜(주),110020,2022/12,17867,-25957,,,-18.18,,8359,,24.07,,-3710,-3154,7794,,,
제너셈(주),217190,2022/12,78939,14089,79175,13416,14.25,13.31,38033,38976,0.82,0.85,6784,12906,61135,8456,12190,59603
제룡산업(주),147830,2022/12,82849,52713,,,78.57,,9113,,-1.79,,8370,9125,59308,,,
제룡전기(주),033100,2022/12,87891,58603,,,56.78,,17061,,-0.39,,-17020,12480,86061,,,
제이더블유신약(주),067290,2022/12,94956,-29623,94094,-31360,-5.31,-4.28,37216,38402,0.64,0.97,10064,-14542,95703,7127,1378,102710
제이스코홀딩스(주),023440,2022/12,136600,-11942,,,-19.4,,73429,,7.81,,13470,-27158,84143,,,
제이씨케미칼(주),137950,2022/12,289218,116504,308044,99947,9.09,0.3,123020,164927,0.12,0.81,13868,24509,449867,22498,19187,511666
제이씨현시스템(주),033320,2022/12,136946,37738,160641,61492,29.91,42.55,52857,48027,-0.61,-0.62,-30960,-1685,144296,-31854,387,200564
제이엔케이히터(주),126880,2022/12,239472,20246,,,23.59,,126312,,-0.46,,-6246,7389,197104,,,
제이엠아이(주),033050,2022/12,50858,-9429,85468,-13556,32.6,14.89,8291,43236,-2.31,0.82,4693,540,24754,6716,2481,64925
제이엠티(주),094970,2022/12,45210,28945,138331,85751,37.5,53.26,4340,34806,-13.99,-2.6,4490,1626,12526,21931,29419,90600
제일전기공업(주),199820,2022/12,169466,90089,,,31.29,,49353,,-0.06,,-6287,7393,132155,,,
제주맥주(주),276730,2022/12,56652,-74394,61950,-74233,10.31,18.09,26820,27601,0.2,0.21,-9389,-24296,23382,-9704,-24764,23970
조광아이엘아이(주),044060,2022/12,123251,23832,116285,16031,4.4,3.49,23414,24693,3.1,3.1,5729,-9062,30721,5723,-15155,30721
조아제약(주),034940,2022/12,84812,-25765,85639,-26354,21.84,24.37,31684,34231,0.82,0.62,-1527,169,67595,-1443,515,68880
주성엔지니어링(주),036930,2022/12,832359,310168,833063,311292,19.38,19.57,348811,348455,0.6,0.6,100690,106674,437759,100996,106171,437939
줌인터넷(주),239340,2022/12,34193,1245,45375,4634,64.11,72.14,4440,13664,-1.68,-1.14,196,-1832,16637,2216,-2470,22922
지나인제약(주),078650,2022/12,5284,-129086,5293,-129699,-664.91,-663.58,37989,37989,526.36,361.65,-4613,-40015,457,-17134,-38619,679
지니너스(주),389030,2022/12,45830,-30748,,,74.73,,2560,,-1.24,,-11938,-9385,10083,,,
지니언스(주),263860,2022/12,59393,36529,59693,36236,61.34,61.39,11492,11791,-1.33,-1.31,9842,7164,37812,9387,7146,38453
지더블유바이텍(주),036180,2022/12,58743,-28956,64916,-30805,3.75,11.11,25134,29115,2.68,2.31,-5533,-6657,53880,-9455,-8911,52526
지에이치신소재(주),130500,2022/12,110679,27837,131145,33323,-14.06,-5.12,41941,48171,0.85,0.86,9687,2509,69415,584,4414,86853
지엔원에너지(주),270520,2022/12,66139,4441,,,53.14,,23777,,-1.56,,1152,-3248,17563,,,
지엘팜텍(주),204840,2022/12,30011,-10036,40854,-15853,8.51,7.55,8103,24764,0.19,2.1,-3204,-168,7248,-1269,-790,16729
지투파워(주),388050,2022/12,44683,4831,,,57.4,,13935,,-0.86,,-2806,736,37377,,,
진양제약(주),007370,2022/12,114444,51884,,,13.45,,36869,,1.22,,7448,12308,76264,,,
차이나크리스탈신소재홀딩스,900250,2022/12,,,401095,243074,,41.1,,25190,,-0.34,,,,66295,15433,77974
참좋은여행(주),094850,2022/12,110043,32011,,,35.62,,33036,,-8.28,,-5271,-12227,13637,,,
카페24(주),042000,2022/12,262948,-32934,341118,-31469,-9.43,-5.85,117071,171729,0.07,0.44,7590,-39574,200405,11309,-49864,279321
커머스마이너 (주),223310,2022/12,27563,-71304,,,70.73,,3641,,-1.32,,2374,-2265,20727,,,
케이디켐(주),221980,2022/12,109289,66011,122226,77376,40.67,36.81,25254,25869,-2.38,-1.71,3086,6480,62062,3087,8162,62125
케이만금세기차륜집단유한공사,900280,2022/12,,,321337,163678,,68.4,,23553,,0.54,,,,15372,4580,69452
케이비아이메탈(주),024840,2022/12,220249,24197,229427,24962,23.16,25.9,122496,123621,0.55,0.58,7494,788,687220,8339,2365,710480
케이에이치건설(주),226360,2022/12,158699,-84443,200177,-100691,1.84,-7.63,41987,87666,-0.65,12.9,12706,-73403,55832,9142,-81714,56082
케이에이치전자(주),111870,2022/12,136493,-54934,226864,-113296,-18.67,-12,43197,61847,11.96,10.83,-2264,-49508,11324,-2384,-107543,12516
케이엠제약(주),225430,2022/12,51281,-8142,,,-12,,14953,,-0.3,,-93,-3925,15631,,,
케이지이티에스(주),151860,2022/12,800115,450304,5091879,753463,-22.18,9.61,283158,2502446,-4.26,0.66,-11733,313337,105097,210831,904913,4944241
케이피엑스라이프사이언스(주),114450,2022/12,62432,6232,,,27.24,,9793,,-1.41,,-4552,-3526,36505,,,
켄코아에어로스페이스(주),274090,2022/12,115065,-55043,129746,-47957,-19.13,-4.17,84936,91598,8.85,5.27,-6991,738,44659,-3839,3244,75855
코나아이(주),052400,2022/12,391478,111995,400107,121935,14.2,23.05,249604,254495,-0.66,-0.62,-682688,29358,238642,-684680,34296,242183
코닉오토메이션(주),391710,2022/12,31403,-4694,,,61.27,,9044,,0.1,,3195,-5570,30093,,,
코드네이처(주),078940,2022/12,41732,-24541,43428,-26330,10.43,1.92,15664,20041,23.25,20.88,-3214,-13818,3316,-1776,-11097,4361
코리아에프티(주),123410,2022/12,271368,86418,394102,116460,9.88,5.54,152322,245235,1,0.74,31636,12654,273403,48718,8273,561044
코스맥스엔비티(주),222040,2022/12,291510,45857,303971,-7301,-21.08,-7.86,195303,256717,-2.04,2.19,38643,-27902,220316,13612,-12915,328207
코아스템켐온(주),166480,2022/12,78511,-57897,78614,-47640,-13.93,-13.8,36907,37153,97.37,9.66,-10763,-6256,5009,-8420,1001,46293
코오롱생명과학(주),102940,2022/12,305098,-101483,314118,-101537,2.24,0.19,137320,146395,1.8,1.88,-15215,2476,191835,-20854,2133,192402
코오롱티슈진(주),950160,2022/12,109890,-332401,,,46.83,,18401,,-3.17,,-26776,-11136,9456,,,
코웰패션(주),033290,2022/12,769707,368384,1067555,355293,4.49,3.84,281943,571242,1.13,0.93,39901,61636,253780,79189,64875,1193279
코위버(주),056360,2022/12,168717,115526,168894,115613,44.7,44.69,37103,37193,-0.32,-0.32,-13900,4775,89618,-14054,4493,89638
콜마비앤에이치(주),200130,2022/12,489435,339675,616919,376672,26.3,13.96,104259,214232,-0.65,-0.06,3506,37606,505860,5326,40378,575903
큐렉소(주),060280,2022/12,98398,-134994,,,60.33,,16717,,1.26,,-13083,-3041,64991,,,
큐알티(주),405100,2022/12,139470,38420,149211,35524,54.62,54.06,33342,45161,-0.94,-0.02,21789,6927,56903,19090,6434,59629
크로바하이텍(주),043590,2022/12,35707,-31773,36430,-32756,55.18,50.19,1551,3015,-0.32,-0.32,2671,605,20914,2777,-739,20897
크루셜텍(주),114120,2022/12,19585,-156956,23466,-158052,42.06,26.4,15129,21031,3.04,3.84,1708,-2288,27380,-4963,-7334,28990
크리스탈지노믹스(주),083790,2022/12,274874,14947,322613,3083,9.32,5.58,88673,129190,-13.07,1.12,-21199,-26995,5873,-24405,-25568,38642
키네마스터(주),139670,2022/12,15442,-7590,16325,-7440,89.92,87.12,6196,6791,-1.24,-0.85,-13958,-13902,19613,-15159,-15346,19590
테고사이언스(주),191420,2022/12,51060,7996,51363,7038,50.84,48.37,1492,2884,-8.13,-6.99,1073,334,7015,1040,256,7678
테라사이언스(주),073640,2022/12,106797,4780,108476,11702,49.74,48.98,28321,28521,11.72,11.66,2417,21182,22484,357,28739,22809
티이엠씨(주),425040,2022/12,198968,58559,202963,59101,24.27,25.39,99464,102150,0.5,0.5,20286,41356,346655,22128,42184,351740
티제이미디어(주),032540,2022/12,127343,63501,134782,67912,13.93,19.75,46153,49484,0.74,0.19,-2599,3430,76587,-2706,4497,85911
티케이지애강(주),022220,2022/12,110379,26627,,,46.84,,15899,,-1.21,,2155,4577,76051,,,
팅크웨어(주),084730,2022/12,321469,108474,348001,111003,21.83,28.23,142149,163431,1.61,1.61,-11037,2921,276112,-9775,4514,336709
파나케이아(주),058530,2022/12,70029,-32991,71952,-31089,28.61,64.17,5926,5948,-2.85,-1.46,-1517,386,13562,-1387,-916,14330
패션플랫폼(주),225590,2022/12,82147,35175,97733,47533,30.95,46.15,27588,30098,0.33,0.23,6083,8413,87290,7028,9722,114349
펌텍코리아(주),251970,2022/12,232838,146065,318220,154345,37.91,33.17,34022,60462,-0.68,-0.56,22650,18894,173637,29421,20034,236643
풍국주정공업(주),023900,2022/12,127676,116503,190755,139671,18.23,14.07,3353,24525,-1.23,-0.1,-4817,-572,57744,5264,5480,153988
풍원정밀(주),371950,2022/12,107805,19471,108238,19521,9.38,9.73,28136,28490,4.78,4.51,-43,6542,42413,141,6536,44914
프레스티지바이오로직스(주),334970,2022/12,258079,-171084,,,-1.05,,140468,,20736.54,,-34124,-49718,16,,,
프리시젼바이오(주),335810,2022/12,56113,-27814,59010,-27361,-1.67,1.24,23549,25634,3.46,3.08,-1538,-6208,14914,-2576,-6806,20458
피씨엘(주),241820,2022/12,85806,-39533,87938,-39531,8.19,11.75,54251,54294,7.82,7.66,-1079,-4022,37217,-995,-4011,37217
피앤씨테크(주),237750,2022/12,77731,41336,,,48.12,,9014,,-0.97,,2134,2946,21998,,,
피에스케이(주),319660,2022/12,445570,150545,472649,164863,57.41,59.88,112356,119342,-1.83,-0.98,35566,69136,429940,46284,77443,460909
피에스케이홀딩스(주),031980,2022/12,235101,164726,328431,241799,34.73,32.34,31994,46254,-17.1,-2.27,16720,16062,61532,19109,40758,72791
피에스텍(주),002230,2022/12,151352,113456,155256,112916,45.78,52.33,18260,22703,-2.37,-1.96,-10048,-2294,70118,-9169,-4635,70976
피에이치에이(주),043370,2022/12,656996,428547,979877,612590,27.81,31.24,179448,306777,-2.7,-0.13,14271,31117,605887,54424,28261,1024435
피엔케이피부임상연구센타(주),347740,2022/12,74539,42363,,,76.84,,3732,,-12.19,,7507,7130,17957,,,
하나마이크론(주),067310,2022/12,946708,111417,1409049,76891,-5.54,-4.08,588850,920833,1.99,2.53,29096,16538,608137,129955,58231,894396
하나머티리얼즈(주),166090,2022/12,479626,261378,,,9.35,,182054,,0.86,,82583,80135,307324,,,
하이록코리아(주),013030,2022/12,399686,349711,411922,355842,69.02,69.61,29257,31796,-1.82,-1.7,19478,32165,170101,19711,34361,182851
하이즈항공(주),221840,2022/12,127110,-24765,136822,-23476,0.13,4.31,69679,76340,5.2,3.29,-9985,-11290,34349,-7656,-12314,58776
하인크코리아(주),373200,2022/12,29528,3089,29236,2639,-30.29,-30.34,14704,14725,0.61,0.63,-656,-4067,15957,-1096,-4520,16485
한국기업평가(주),034950,2022/12,128363,54084,161311,72188,39.42,56.03,23791,34078,-43.16,-2.16,28740,28443,54493,24435,25488,101576
한국맥널티(주),222980,2022/12,71218,22310,89221,20047,21.94,20.46,31821,47681,2.74,2.17,-461,-1537,40951,-3464,-3017,70215
한국선재(주),025550,2022/12,183113,81868,254860,82009,16.28,5.88,70248,137583,0.89,1.35,-5775,13681,189226,-9673,14965,245486
한국알콜산업(주),017890,2022/12,401169,346606,581038,420811,26.71,21.34,34444,113624,-0.5,0.04,18042,9480,367592,38380,33791,512698
한국유니온제약(주),080720,2022/12,114930,7216,112523,4654,-3.97,-3.93,63756,63910,4.56,4.56,-4616,-370,61293,-5063,-932,61293
한국전자금융(주),063570,2022/12,460259,112136,497897,121567,-6.7,-10.7,289026,322119,1.89,2.19,67674,6067,259435,70029,8665,288913
한국전자인증(주),041460,2022/12,68400,28850,68719,28501,1.88,11.83,21322,21865,0.07,-0.02,6974,3849,36433,5366,3493,38523
한국정밀기계(주),101680,2022/12,92248,-5965,,,42.41,,43220,,-0.34,,6298,514,42292,,,
한국정보공학(주),039740,2022/12,75897,5951,81326,7482,14.13,20.73,30646,36203,0.57,0.49,-930,2700,92598,105,3755,105375
한국정보인증(주),053300,2022/12,207506,65924,280826,65212,20.69,30.82,36021,67070,-3.62,-2.49,16301,11795,71116,19061,6684,87826
한국정보통신(주),025770,2022/12,391311,213177,400432,214731,39.56,41,149570,152202,-0.43,-0.44,-5752,23182,590759,-5731,21694,595468
한국컴퓨터(주),054040,2022/12,122113,93949,156440,115242,44.42,40.51,17112,29560,-0.31,-0.1,-7506,6733,163648,9644,16768,423660
한라아이엠에스(주),092460,2022/12,176138,68414,178856,69305,5.01,6.32,80008,81688,-1.84,-1.79,7435,10246,94301,7774,8068,98637
한솔아이원스(주),114810,2022/12,227369,44260,227367,44258,12.73,12.73,76552,76552,-0.48,-0.48,22815,28293,163912,22813,28291,163912
한솔인티큐브(주),070590,2022/12,38303,5102,39816,4565,26.53,27.75,15833,16551,-0.19,-0.16,1189,-4258,53452,-2469,-5806,59147
한양디지텍(주),078350,2022/12,229479,92677,233747,94560,6.9,8.33,109931,111888,-0.42,0.01,20690,35007,484638,19687,37180,484770
한양이엔지(주),045100,2022/12,621224,366146,731550,447145,22.3,28.26,231975,259203,-0.77,-0.71,79343,61132,1031889,80767,69773,1162893
한일단조공업(주),024740,2022/12,230716,48229,258206,55876,-5.61,-2.57,128082,142746,2.5,2.56,17873,5270,165091,18630,7214,177365
한일사료(주),005860,2022/12,93024,14262,187889,13267,17.72,-3.17,48786,133320,0.22,0.76,6087,-600,150914,-19836,-14084,408317
한일화학공업(주),007770,2022/12,142739,118259,157162,113411,23.63,19.46,21422,38216,0.26,0.53,-4684,1918,134715,-6366,3998,156319
한주라이트메탈(주),198940,2022/12,183941,10301,187725,7267,-10.23,-12.34,141864,148682,1.67,1.84,761,3128,242038,9275,93,232497
한창산업(주),079170,2022/12,75060,56595,,,55.7,,13254,,0.13,,6623,6120,99300,,,
해성산업(주),034810,2022/12,943107,436251,2623340,491786,-5.61,9.56,233736,1232637,11.61,0.6,11047,8215,33552,117536,106417,2531647
해성옵틱스(주),076610,2022/12,71378,-84676,77787,-106958,24.77,-1.62,14638,41260,4.71,1.02,-7125,-9389,23107,-9376,-17374,163806
