,회사명,거래소코드,회계년도,누적수익성비율,TMD,abs(영업현금흐름-당기순이익)/매출액,순운전자본비율,금융비용부담률,WW지수
823,(주)초록뱀이앤엠,131100,2022,-0.747074275,1.204487095,0.286723525,10.91,5.22,-57.76563848
824,(주)초록뱀컴퍼니,52300,2022,-0.000557655,3.951369288,0.691331806,7.48,4.72,-65.17458515
825,(주)칩스앤미디어,94360,2022,0.456465217,0.155265519,0.216411406,35.84,-2.77,-57.04457092
826,(주)카나리아바이오,16790,2022,-0.877488277,0.393886758,1.772404109,-19.79,0.08,-54.35549415
827,(주)카스,16920,2022,0.120113953,2.592467505,0.002744071,-4.93,1.57,-57.33113467
828,(주)카이노스메드,284620,2022,-2.595531271,0.079191611,35.52307692,57.87,716.65,-40.07992176
829,(주)카카오게임즈,293490,2022,0.130895093,0.506018434,0.287480189,20.4,-0.17,-66.26498847
830,(주)캐리소프트,317530,2022,-0.735130795,0.075256391,0.027954005,1.96,0.88,-40.49381905
831,(주)캐스텍코리아,71850,2022,0.182000791,4.849746102,0.026293958,-6.93,2.82,-53.92938508
832,(주)캠시스,50110,2022,-0.077059738,1.707477107,0.025334502,5.31,0.46,-57.51374565
833,(주)커넥트웨이브,119860,2022,0.08801766,0.495549704,0.068444484,19.68,1.93,-65.0302517
834,(주)컴투스,78340,2022,0.506293368,0.751151515,0.005965387,14.69,-0.75,-69.86162202
835,(주)컴투스홀딩스,63080,2022,0.294133423,1.16602245,0.556594683,-22.27,7.74,-56.80887792
836,(주)케스피온,79190,2022,-0.494560167,0.970266731,0.184258826,-10.46,2.63,-48.27514988
837,(주)케어랩스,263700,2022,-0.066157789,0.739860488,0.229981622,42.9,1.98,-47.16035034
838,(주)케어젠,214370,2022,1.169876533,0.01228354,0.794494776,63.42,-0.86,-59.09314925
839,(주)케이비지,318000,2022,0.39780378,0.172662119,0.064979873,43.15,0.44,-50.73827081
840,(주)케이사인,192250,2022,0.239026038,0.61834716,0.09875657,23.33,0.31,-57.84068503
841,(주)케이씨씨건설,21320,2022,0.270668076,5.15933406,0.04366698,16.62,0.02,-66.54354957
842,(주)케이씨아이,36670,2022,0.732217981,0.248966217,0.04391223,40.35,-0.04,-57.54213053
843,(주)케이씨에스,115500,2022,0.28215045,0.330168575,0.059177701,20.7,-0.25,-52.74886948
844,(주)케이씨티,89150,2022,0.371158437,0.341506256,0.123978856,-19.81,3.6,-53.80880446
845,(주)케이씨피드,25880,2022,0.448724146,0.848439098,0.038179414,16.81,-0.5,-55.30279589
846,(주)케이아이엔엑스,93320,2022,0.609583768,0.141851318,0.065168398,44.43,-0.23,-61.47277206
847,(주)케이에스피,73010,2022,0.12384516,0.416300568,0.147277325,14.13,0.84,-47.94303921
848,(주)케이에이치바텍,60720,2022,0.486966333,0.350666161,0.038025363,19.84,0.76,-62.88126983
849,(주)케이엑스이노베이션,122450,2022,0.288905169,2.288300469,0.068195889,2.26,3.9,-63.752809
850,(주)케이엑스하이텍,52900,2022,0.091370613,1.129394663,0.004078997,7.21,1.81,-55.08116385
851,(주)케이엔더블유,105330,2022,0.178094278,0.654610676,0.034885823,4.93,2.25,-53.57939409
852,(주)케이엔엔,58400,2022,0.600297823,0.131453302,0.07134627,19.65,-3.14,-57.43348262
853,(주)케이엔제이,272110,2022,0.121492733,0.531977382,0.009580512,14.44,1.04,-51.23377594
854,(주)케이엘넷,39420,2022,0.57467992,0.1624312,0.018766276,32.82,-0.96,-54.48028792
855,(주)케이엠,83550,2022,0.567479948,0.752814212,0.029739728,28.06,0.15,-59.48456513
856,(주)케이엠더블유,32500,2022,0.170170934,0.100043269,0.110485785,27,0.11,-54.75117697
857,(주)케이옥션,102370,2022,0.162453115,0.730184351,0.405830567,30.89,4.07,-56.33981857
858,(주)케이지모빌리언스,46440,2022,0.361400201,0.720562314,0.130850328,42.89,-0.37,-62.11454365
859,(주)케이지이니시스,35600,2022,0.209774395,2.595304847,0.013895765,-10.16,0.25,-68.55523692
860,(주)케이티서브마린,60370,2022,0.452679722,0.061528921,0.32325239,67.36,-2.52,-55.32463685
861,(주)케이티알파,36030,2022,-0.087810021,0.663797106,0.080817933,29.85,-0.69,-55.6646996
862,(주)케이프,64820,2022,0.034520087,15.28405181,0.07195178,1.43,0.96,-68.79790105
863,(주)케이피에스,256940,2022,-0.320889678,0.260358811,0.76445235,13.15,-0.96,-57.12067741
864,(주)케이피에프,24880,2022,0.165783248,4.483586045,0.002887576,-0.9,1.46,-64.45017722
865,(주)케이피엠테크,42040,2022,-0.718879684,0.554426461,0.223828901,6.36,1.31,-49.69277384
866,(주)케이피티유,54410,2022,0.354615263,1.657188833,0.054109032,-16.74,4.21,-47.49968747
867,(주)케일럼,258610,2022,-0.301388997,0.844994356,0.104670767,-10.81,1.4,-50.11245061
868,(주)켐트로닉스,89010,2022,0.168690711,1.628724818,0.054262492,-3.03,1.28,-62.13478946
869,(주)켐트로스,220260,2022,0.261258581,0.208031488,0.017606313,35.24,1.17,-49.1812777
870,(주)코난테크놀로지,402030,2022,-0.126915056,0.057717039,0.091629841,77.36,-5.2,-45.3238127
871,(주)코다코,46070,2022,-0.145401835,10.80036271,0.104765963,-50.5,5.11,-56.4320192
872,(주)코데즈컴바인,47770,2022,0.154197547,0.330095973,0.11118224,29.28,-1.35,-48.60643574
873,(주)코디,80530,2022,-1.055625514,0.944491678,0.150181159,-21.02,5.19,-45.16396872
874,(주)코렌텍,104540,2022,-0.276969101,0.724060109,0.124364331,27.93,5.19,-53.25017171
875,(주)코리아나화장품,27050,2022,0.284708469,0.167008798,0.050998831,20.37,-0.29,-48.71079272
876,(주)코맥스,36690,2022,0.212338459,1.000722344,0.00259617,20.58,0.29,-55.7786339
877,(주)코메론,49430,2022,0.821374068,0.14710968,0.093761335,33.25,-1.74,-59.53079222
878,(주)코미코,183300,2022,0.453327385,0.301309666,0.127215857,14.44,0.6,-63.72532145
879,(주)코미팜,41960,2022,-0.221957745,0.102759494,0.142508982,1.41,5,-50.30463814
880,(주)코세스,89890,2022,0.606873507,0.08696892,0.069051569,29.91,-0.02,-49.48311674
881,(주)코센,9730,2022,-0.157545532,0.509789467,0.188566796,50.05,1.53,-45.07315109
882,(주)코스나인,82660,2022,-1.180128738,0.739135476,0.578684152,-15.29,18.46,-43.00353002
883,(주)코스메카코리아,241710,2022,0.198308874,1.696647483,0.026770222,11.14,0.89,-54.50495013
884,(주)코스온,69110,2022,-2.404514371,1.89201959,4.628487934,-118.04,57.24,-42.17579938
885,(주)코아시아,45970,2022,0.040124164,1.935413835,0.123814993,-5.87,1.62,-57.36429658
886,(주)코아시아옵틱스,196450,2022,-0.687752824,1.671904773,0.086695563,4.04,0.6,-56.81385116
887,(주)코엔텍,29960,2022,0.740573558,0.099031496,0.108776555,38.07,-1.71,-59.27511121
888,(주)코윈테크,282880,2022,0.114550309,0.700584123,0.034137854,30.5,1.04,-64.16636099
889,(주)코이즈,121850,2022,-0.700446726,0.398997527,0.251159435,17.82,4.65,-42.98703093
890,(주)코콤,15710,2022,0.640132138,0.25365606,0.014137131,27.49,-0.06,-51.724448
891,(주)코텍,52330,2022,0.505406368,0.917275428,0.108938684,44.26,0.13,-66.19148406
892,(주)코퍼스코리아,322780,2022,0.18938125,0.931958722,0.633195531,-17.19,8.77,-56.0663544
893,(주)쿠콘,294570,2022,0.267967794,0.15719942,0.099220433,19.96,-0.86,-59.24729192
894,(주)퀀타매트릭스,317690,2022,-3.526701318,0.075103554,2.059097978,69.6,-51.3,-46.78227083
895,(주)큐라클,365270,2022,-1.160914171,0.060368407,0.047167178,57.56,-6.64,-43.87574168
896,(주)큐로컴,40350,2022,-2.625526267,0.397862497,0.906349044,-14.48,11.62,-48.0841093
897,(주)큐로홀딩스,51780,2022,-1.345374945,0.85287493,0.029199242,22.7,2.37,-47.6690659
898,(주)큐리언트,115180,2022,-4.220998646,0.026718979,0.249734325,81.43,-9.18,-42.52157305
899,(주)큐브엔터테인먼트,182360,2022,0.117721483,0.297868058,0.292470034,9.81,-0.07,-53.93706473
900,(주)큐에스아이,66310,2022,0.453348684,0.05403094,0.075950482,32.21,-5.31,-55.26124513
901,(주)크레버스,96240,2022,0.437755967,0.84591723,0.134778022,-21.68,1.55,-60.60865577
902,(주)크리스에프앤씨,110790,2022,0.455091294,1.182076384,0.021960165,10.64,1.16,-62.98191768
903,(주)크린앤사이언스,45520,2022,0.210786907,1.105705607,0.196629279,7.59,1.2,-47.52569581
904,(주)클라우드에어,36170,2022,-0.236119935,0.047300517,0.2927938,13.82,-9.8,-49.99414424
905,(주)클래시스,214150,2022,0.616243878,0.085458295,0.145441211,33.66,1.3,-62.86591266
906,(주)클리노믹스,352770,2022,-0.163062284,0.48696099,0.075250184,15.87,10.62,-44.85103693
907,(주)클리오,237880,2022,0.414232118,0.182776834,0.066344901,35.12,-1.34,-60.03101411
908,(주)키이스트,54780,2022,-0.104796608,0.145263058,0.186883502,9.62,0.66,-49.29859336
909,(주)타이거일렉,219130,2022,0.555937801,0.136048925,0.06092437,26.6,-0.4,-49.98941566
910,(주)탑머티리얼,360070,2022,0.039505766,0.10343555,0.050476039,60.56,-0.73,-50.13268696
911,(주)탑엔지니어링,65130,2022,0.260173815,2.605240041,0.086228236,15.7,0.5,-56.76099808
912,(주)탑코미디어,134580,2022,-0.034636815,0.271643598,0.384390891,29.84,17.79,-48.57800971
913,(주)태광,23160,2022,0.73282435,0.163511075,0.038131199,43.81,-0.33,-64.82219161
915,(주)태양,53620,2022,0.774115341,0.549100483,0.030653474,29.96,-0.3,-58.31628235
916,(주)태웅,44490,2022,0.334453365,1.415355214,0.021913544,29.42,1.41,-57.16549666
917,(주)태웅로직스,124560,2022,0.507752764,0.984698023,0.028580635,31.61,0.13,-64.96669706
918,(주)테라젠이텍스,66700,2022,0.018332772,0.61924102,0.007022479,13.03,0.52,-54.50875117
919,(주)테스,95610,2022,0.860111495,0.096171831,0.087507542,47.9,-0.87,-61.18894468
920,(주)테크엘,64520,2022,-0.163085042,0.596171599,0.761328428,53.19,4.31,-48.67264679
921,(주)테크윙,89030,2022,0.383267247,1.151990077,0.130595048,0.89,1.15,-63.75837598
922,(주)텔레칩스,54450,2022,0.414021898,0.917673592,0.353866918,5.72,0.21,-61.07421935
923,(주)텔레필드,91440,2022,-0.396010187,1.353156173,0.380673436,-4.92,3.66,-43.89241085
924,(주)텔콘알에프제약,200230,2022,-1.409148463,0.318596826,1.438160259,-9.39,3.6,-49.651297
925,(주)토박스코리아,215480,2022,0.128811929,0.223784115,0.040286534,54.69,-0.58,-46.85450266
926,(주)토비스,51360,2022,0.347192254,1.344053292,0.001380176,16.52,0.98,-62.65527297
927,(주)토탈소프트뱅크,45340,2022,0.481979315,0.298116001,0.031272518,46.02,-1.64,-45.15334388
928,(주)톱텍,108230,2022,0.427871143,0.598219539,0.017209743,33.24,-0.33,-66.47037313
929,(주)투비소프트,79970,2022,-1.058380056,1.414685629,0.39015134,24.63,8.79,-50.53534859
930,(주)툴젠,199800,2022,-1.236812451,0.011462452,4.293405114,70.01,-161.94,-45.16795943
931,(주)트루윈,105550,2022,-0.341371336,0.474496808,0.251659676,-7.98,3.22,-50.5134849
932,(주)트윔,290090,2022,0.482848992,0.064198782,0.01589817,55.15,-3.71,-47.32265203
933,(주)특수건설,26150,2022,0.151573658,0.581400383,0.066560569,23.44,0.24,-51.67038376
934,(주)티라유텍,322180,2022,-0.148463687,0.475386318,0.096847787,8.11,0.98,-44.59947424
935,(주)티로보틱스,117730,2022,-0.200628464,0.742255641,0.070069982,1.41,2.82,-49.94106385
936,(주)티비씨,33830,2022,0.565909056,0.064387387,0.164913024,59.79,-4.91,-54.67874916
937,(주)티사이언티픽,57680,2022,-0.10615987,0.595743642,1.098573729,0.27,27.4,-53.40947375
938,(주)티쓰리엔터테인먼트,204610,2022,0.355012343,0.261669065,0.00972709,61.82,0.46,-58.68139004
939,(주)티씨케이,64760,2022,0.842313799,0.057647437,0.021106949,58.47,-1.45,-64.55164975
940,(주)티앤알바이오팹,246710,2022,-1.538715794,0.151127376,0.77324066,23.35,87.75,-50.27279599
941,(주)티앤엘,340570,2022,0.643272904,0.037130362,0.070007478,41.95,-0.79,-58.19474287
942,(주)티에스넥스젠,43220,2022,-0.798138936,0.279794417,0.092185233,42.67,12.43,-48.4623083
943,(주)티에스아이,277880,2022,0.052006097,1.131879207,0.040085225,12.87,3.26,-57.57381446
944,(주)티에스이,131290,2022,0.578589194,0.257046514,0.004291643,35.95,-0.15,-63.0059209
945,(주)티에스트릴리온,317240,2022,-0.163282931,0.830096218,0.105649583,-53.27,3.52,-46.98744769
946,(주)티에프이,425420,2022,0.431722474,0.249856994,0.049586647,46.38,0.09,-49.09909093
947,(주)티엘비,356860,2022,0.464198444,0.284587611,0.022094535,30.13,0.18,-60.87205089
948,(주)티엘아이,62860,2022,0.232545673,0.102100213,0.002617427,41.68,-2,-46.08402362
949,(주)티움바이오,321550,2022,-1.073073687,0.11225718,1.687760474,10.58,-5.44,-604.7247525
950,(주)티케이케미칼,104480,2022,0.491912019,1.879669301,0.349702063,-8.15,0.95,-60.33842951
951,(주)티플랙스,81150,2022,0.309038869,0.868454379,0.067129666,22.3,0.42,-58.91166377
952,(주)티피씨,130740,2022,0.331815499,1.12929658,0.029602675,22.35,0.04,-49.57831691
953,(주)티피씨메카트로닉스,48770,2022,0.149706899,1.38552269,0.020089096,7.55,1.58,-56.22820465
954,(주)파나진,46210,2022,-1.521414357,0.0218994,0.079105215,70.93,-1.79,-45.53517075
955,(주)파라다이스,34230,2022,0.149482105,1.140219447,0.081592888,-13.66,9.36,-63.78677856
956,(주)파라텍,33540,2022,0.239086985,1.950010999,0.052506178,27,0.54,-55.69127314
957,(주)파루,43200,2022,-0.57447992,0.885134371,0.002688371,-2.33,1.93,-40.62798077
958,(주)파마리서치,214450,2022,0.399246949,0.150531128,0.081998778,40.39,-0.74,-64.77220582
959,(주)파멥신,208340,2022,-1.383675694,0.203758422,59.74396135,39.46,30.17,-48.696641
960,(주)파버나인,177830,2022,0.284885025,1.231981913,0.039411037,1.57,1.84,-57.66181588
961,(주)파세코,37070,2022,0.637105506,0.165396154,0.032632498,31.35,0.25,-52.55873717
962,(주)파수,150900,2022,0.349309898,0.181926729,0.120750612,41.77,-0.83,-55.04627422
963,(주)파워넷,37030,2022,0.187387945,0.915025545,0.017589904,29.76,0.86,-46.30914163
964,(주)파워로직스,47310,2022,-0.013606305,0.966296935,0.09836222,9.78,0.44,-49.91071056
966,(주)파이오링크,170790,2022,0.460310758,0.26729236,0.054366695,67.89,-1.8,-57.23935285
967,(주)파인디앤씨,49120,2022,-0.418445271,1.662796643,0.294960203,-23.44,4.59,-52.99726956
968,(주)파인디지털,38950,2022,0.421472743,0.275923626,0.032129175,70,-1.38,-55.62299649
970,(주)파인테크닉스,106240,2022,1.639743692,1.853159239,4.359004256,8.03,1.02,-50.27052889
971,(주)파인텍,131760,2022,-0.769540703,0.871040331,0.010649667,6.37,2.14,-49.81472901
972,(주)파커스,65690,2022,0.385079347,2.34301009,0.061021307,18.45,-0.19,-49.65689819
973,(주)파크시스템스,140860,2022,0.416255111,0.060131838,0.003260468,51.85,-0.04,-60.42886609
974,(주)파트론,91700,2022,0.651375772,0.386696324,0.020105392,23.79,-0.06,-65.28673882
975,(주)팜스빌,318010,2022,0.504790539,0.140784801,0.043618121,54.61,-2.63,-52.89512585
976,(주)팜스토리,27710,2022,0.091552283,3.97633089,0.050538715,-1.01,0.69,-65.36401857
977,(주)팬스타엔터프라이즈,54300,2022,-0.448042095,1.226084128,0.012419208,4.3,2.58,-49.77136099
978,(주)팬엔터테인먼트,68050,2022,0.064369534,0.305275345,0.070771297,2.1,6.55,-47.90652169
979,(주)팬젠,222110,2022,-2.235174615,0.049766157,0.152438086,36.02,-1.81,-40.52393237
980,(주)펄어비스,263750,2022,0.394694717,0.194178254,0.2347905,26.2,0.71,-60.80759953
981,(주)펨트론,168360,2022,0.134149694,0.787764006,0.020814938,4.41,0.91,-48.58814206
982,(주)펩트론,87010,2022,0.295950201,0.096105448,0.5749914,18.33,-2.46,-45.96469735
983,(주)포메탈,119500,2022,0.516017574,0.467931667,0.014698276,13,0.28,-52.9178444
984,(주)포바이포,389140,2022,-0.037933171,0.068011506,0.549401013,60.87,-3.26,-45.00295194
985,(주)포스코아이씨티,22100,2022,0.134966897,0.46052741,0.043198459,20.24,-0.33,-64.9519489
986,(주)포스코엠텍,9520,2022,0.372843154,0.13558937,0.03717093,50.97,-0.27,-56.8606205
987,(주)포인트모바일,318020,2022,0.058914047,0.132913226,0.08707846,28.59,0.42,-49.17091114
988,(주)포인트엔지니어링,256630,2022,0.519509977,0.212145149,0.226631125,29.84,-0.42,-54.39074819
989,(주)포커스에이치엔에스,331380,2022,0.173928087,0.457727512,0.009200662,39.89,0.39,-53.09886053
990,(주)폴라리스세원,234100,2022,0.139294132,0.615412977,0.025568487,40.69,0.48,-56.25061304
991,(주)폴라리스오피스,41020,2022,0.019225433,0.182742656,0.462266882,24.83,-1.05,-48.86965519
992,(주)폴라리스우노,114630,2022,0.432875855,0.51109397,0.110401253,52.47,0.05,-51.49734978
993,(주)푸드나무,290720,2022,0.159382257,0.828234224,0.009608567,4.32,0.14,-55.56763018
994,(주)푸드웰,5670,2022,0.409115391,1.942296296,0.010199422,0.42,0.39,-58.95540281
995,(주)푸른기술,94940,2022,0.476706392,0.191705876,0.102250389,43.1,-0.48,-53.36822714
996,(주)퓨런티어,370090,2022,0.057551611,0.072224479,0.106783126,67.48,-1.57,-46.31417008
997,(주)퓨쳐켐,220100,2022,-0.702319762,0.086783671,0.509066327,35.6,4.22,-48.55089339
998,(주)프럼파스트,35200,2022,0.781060736,0.11331789,0.039599047,61.17,-0.93,-52.3701921
999,(주)프로스테믹스,203690,2022,-0.047843823,0.91839274,0.029575557,-47.98,6.22,-44.12834605
1000,(주)프로이천,321260,2022,0.515202056,0.063978178,0.02668098,62.47,-0.58,-53.47040508
1001,(주)프로텍,53610,2022,0.817716937,0.18420669,0.016189403,50.07,-0.73,-62.79831077
1002,(주)프롬바이오,377220,2022,-0.164277416,0.057487781,0.033635357,50.24,-0.72,-47.19466893
1003,(주)프리엠스,53160,2022,0.514296055,0.143952802,0.085515659,60.05,-2.05,-49.4861767
1004,(주)플라즈맵,405000,2022,-0.47141084,0.266224181,0.126033368,22.56,4.75,-43.65513201
1005,(주)플래스크,41590,2022,-0.458847787,0.364614321,0.294968744,-0.64,10.04,-48.77578052
1006,(주)플래티어,367000,2022,0.28054715,0.113018135,0.04736073,47.95,-0.33,-48.14313052
1007,(주)플랜티넷,75130,2022,0.507407002,0.355020268,0.161216563,34.21,-1.59,-56.28925671
1008,(주)플레이디,237820,2022,0.196516296,1.268301199,0.112349836,37.74,-0.46,-48.62376632
1009,(주)플레이위드,23770,2022,0.278342616,0.122024152,0.014201999,45.14,-3.4,-44.43136963
1010,(주)플리토,300080,2022,-1.444484819,0.095251244,0.031233961,44.88,4.74,-43.15805403
1011,(주)피델릭스,32580,2022,0.154222999,0.205168511,0.103171212,76.77,0,-47.40586162
1012,(주)피씨디렉트,51380,2022,0.314883475,0.750047255,0.023195191,41.24,0.2,-53.94873573
1013,(주)피에이치씨,57880,2022,-6.643133203,0.034795046,5.180731183,21.25,-5.23,-37.87898488
1014,(주)피엔에이치테크,239890,2022,-0.180026218,0.233702057,0.156431914,21.8,2.65,-47.93986237
1015,(주)피엔티,137400,2022,0.16581885,0.866981316,0.05855237,9.78,0.34,-66.67373583
1016,(주)피엔풍년,24940,2022,0.707525342,0.101823821,0.038619685,52.61,-0.53,-51.77925797
1017,(주)피제이메탈,128660,2022,0.353242849,0.637696487,0.036985828,20.54,0.49,-55.51384028
1018,(주)피제이전자,6140,2022,0.600720742,0.772394534,0.036886051,21.88,0.55,-58.73778214
1019,(주)피코그램,376180,2022,0.333611197,0.193822849,0.042690815,6.69,0.89,-47.28342724
1020,(주)피플바이오,304840,2022,-1.218191701,0.195361844,0.231271091,-8.26,55.01,-66.28602657
1021,(주)피피아이,62970,2022,-0.278311359,0.779013309,0.047791184,7.99,2.16,-45.59483392
1022,(주)픽셀플러스,87600,2022,0.925269191,0.16283224,0.016687347,51.4,-0.88,-56.80006507
1023,(주)핀텔,291810,2022,-0.262476008,0.087964505,0.188476897,70.34,1.45,-43.44789457
1024,(주)필옵틱스,161580,2022,0.035410655,1.441967217,0.102727739,7.16,1.13,-60.96123412
1025,(주)핌스,347770,2022,0.239749043,0.579277713,0.04652356,5.61,0.37,-50.85166022
1026,(주)핑거,163730,2022,0.09709181,0.160726651,0.097911256,48.03,-0.72,-55.19303476
1027,(주)핑거스토리,417180,2022,-0.157736684,0.048018824,0.274742949,72.88,-0.29,-43.16801774
1028,(주)하나기술,299030,2022,-0.073198877,0.394317715,0.058827663,13.64,-0.26,-53.10362463
1029,(주)하림,136480,2022,0.028832764,2.111018835,0.042255283,-14.65,1.11,-65.72440093
1030,(주)하림지주,3380,2022,0.118826017,9.581224324,0.049057458,-3.5,1.29,-74.71919766
1031,(주)하이드로리튬,101670,2022,0.116048293,0.166760606,0.483146067,86.18,6.92,-47.39768663
1033,(주)하이로닉,149980,2022,0.44381906,0.073356703,0.056877539,55.54,-0.39,-48.67253313
1034,(주)하이비젼시스템,126700,2022,0.590809034,0.31712127,0.262077722,44.84,-0.62,-58.26927319
1035,(주)하이소닉,106080,2022,-2.129377014,0.038581929,0.149398257,70.32,-0.44,-61.04247694
1036,(주)하이텍팜,106190,2022,0.539530416,0.417548213,0.093018738,15.36,0.45,-58.22430252
1037,(주)하츠,66130,2022,0.61668858,0.566897365,0.031866136,40.23,-0.14,-52.27970975
1038,(주)한국가구,4590,2022,0.566990621,0.680627451,0.047046581,18.68,0.17,-58.44865089
1039,(주)한국경제티브이,39340,2022,0.783342143,0.206333205,0.159020613,41.71,-3.25,-55.76190591
1040,(주)한국비엔씨,256840,2022,-0.945075929,0.134993932,0.922629601,54.97,-0.8,-55.49546231
1041,(주)한국큐빅,21650,2022,0.336842704,1.652224579,0.01363961,15.17,0.36,-59.51262709
1042,(주)한국테크놀로지,53590,2022,-0.141201449,4.346962296,0.031833976,-7.19,1.41,-53.18326346
1043,(주)한국파마,32300,2022,0.166097734,0.304759912,0.115983167,21.8,4.51,-57.65994177
1044,(주)한국팩키지,37230,2022,0.100716245,1.65676314,0.066321859,-15.71,1.07,-67.66274068
1045,(주)한글과컴퓨터,30520,2022,0.346562822,0.690055143,0.029147797,21.69,-0.42,-57.20646701
1046,(주)한네트,52600,2022,0.603675357,0.212614809,0.118295237,44.55,1.17,-52.84861588
1047,(주)한독크린텍,256150,2022,0.606381899,0.093043889,0.033880539,50.18,-1.1,-54.1835884
1048,(주)한빛소프트,47080,2022,-0.797364648,0.252862509,0.045921901,48.48,1.57,-45.83050041
1049,(주)한송네오텍,226440,2022,-0.282897089,0.348625014,0.678359827,-5.95,6.52,-46.0168099
1050,(주)한일진공,123840,2022,-1.108171358,0.584026643,7.666473654,-16.9,19.52,-45.00344892
1051,(주)한컴위드,54920,2022,0.301853325,0.869986688,0.051034627,-14.79,7.22,-52.79169591
1052,(주)한탑,2680,2022,-0.259986151,2.62113081,0.048303135,-22.86,2.68,-50.31027147
1053,(주)해성티피씨,59270,2022,-0.054395852,0.070543638,0.052752623,38.68,-1.62,-43.8100044
1054,(주)핸디소프트,220180,2022,-0.203010593,0.206288251,0.020051336,65.57,-3.2,-52.03641081
1055,(주)헥토이노베이션,214180,2022,0.228730987,1.528691127,0.023326121,28.08,-0.65,-64.31100128
1056,(주)헥토파이낸셜,234340,2022,0.29934493,1.059202633,0.090258489,22.38,-1.43,-61.83487858
1057,(주)헬릭스미스,84990,2022,-1.564074911,0.09452184,0.83,29.92,-25.35,-53.46172507
1058,(주)현대공업,170030,2022,0.542869872,0.756755121,0.03019433,29.37,-0.29,-59.55426439
1059,(주)현대바이오랜드,52260,2022,0.571542956,0.232024783,0.066038687,14.24,0.82,-57.40888473
1060,(주)현대에버다임,41440,2022,0.451271947,0.770141401,0.073712744,34.81,0.03,-60.41004469
1061,(주)현대이지웰,90850,2022,0.302128376,0.677523862,0.078961409,13.2,-1.34,-60.6759572
1062,(주)협진,138360,2022,-0.499913669,0.082031868,0.404373412,52.3,1.2,-47.97602696
1063,(주)형지아이앤씨,11080,2022,-0.621915893,1.01284028,0.025320586,21.76,5.9,-47.13550592
1064,(주)홈센타홀딩스,60560,2022,-0.033344714,1.369794845,0.034618118,-3.54,0.46,-62.61413813
1065,(주)홈캐스트,64240,2022,0.095717884,0.01495467,0.114823202,52.85,-0.35,-62.10654959
1066,(주)화신정공,126640,2022,0.398750767,1.120933164,0.030986784,11.76,-0.04,-59.00988366
1068,(주)휴네시온,290270,2022,0.488663863,0.162610526,0.329980607,33.59,-2.48,-53.75279294
1069,(주)휴럼,353190,2022,-0.092317581,0.516067738,0.01123881,21.59,0.62,-45.80795253
1070,(주)휴맥스,115160,2022,-0.072814016,4.721215347,0.041105189,2.92,1.59,-60.16217835
1071,(주)휴맥스홀딩스,28080,2022,0.010341159,16.59737573,0.039385931,2.1,1.69,-370.9418401
1072,(주)휴먼엔,32860,2022,-2.508223336,0.04630227,0.097145414,29.03,1.36,-42.73091416
1073,(주)휴메딕스,200670,2022,0.352467244,0.318705065,0.138001023,24.55,1.09,-61.35670684
1074,(주)휴비츠,65510,2022,0.523316705,0.556039185,0.071247098,8.53,0.83,-58.56226478
1075,(주)휴센텍,215090,2022,-0.439456296,0.098871989,0.913167215,5.48,14.29,-49.01150109
1076,(주)휴엠앤씨,263920,2022,-0.877758259,0.33759638,0.035616054,15.54,0.2,-48.77793876
1077,(주)휴온스,243070,2022,0.439428979,0.532037058,0.019110984,30.38,0.24,-63.43660326
1078,(주)휴온스글로벌,84110,2022,0.093994171,1.932086423,0.147263929,19.6,0.76,-67.7844119
1079,(주)흥국,10240,2022,0.729654598,0.370541595,0.06506633,47.22,0.09,-57.31625466
1080,(주)흥국에프엔비,189980,2022,0.261269562,1.097519802,0.044862831,8.87,1.01,-59.47970308
1081,(주)희림종합건축사사무소,37440,2022,0.305448282,1.147968373,0.072769794,20.71,0.32,-58.66886201
1082,(주)힘스,238490,2022,0.530789834,0.256578385,0.016233354,18.75,-0.18,-46.01888115
1083,KB오토시스(주),24120,2022,0.439085003,2.468543597,0.038468451,11.28,0.7,-58.93527061
1084,KD(주),44180,2022,-0.121569576,14.02987416,0.379039428,44.23,4.52,-65.76985816
1085,가온미디어(주),78890,2022,0.28934312,1.948181738,0.055976834,39.64,0.72,-62.62640816
1086,감성코퍼레이션(주),36620,2022,-0.038492707,0.197063401,0.1285679,52.76,0.96,-52.49883081
1087,갤럭시아머니트리(주),94480,2022,0.063616055,1.369021866,0.188999519,21.43,3.95,-62.61241961
1088,경남스틸(주),39240,2022,0.561663554,0.821394263,0.008160111,31.87,0.17,-58.42419541
1089,경남제약(주),53950,2022,-0.117700527,0.538216061,0.116118644,23.2,2.41,-50.94249911
1090,경동제약(주),11040,2022,0.746590741,0.218678335,0.072176797,17.02,-1,-60.88848052
1091,경창산업(주),24910,2022,0.05611555,5.190744921,0.036211378,-12.11,1.65,-56.85154393
1092,고려신용정보(주),49720,2022,0.346145469,0.310431235,0.021264998,-18.81,-0.1,-56.24242388
1093,고려제약(주),14570,2022,0.81852808,0.113827935,0.073714743,68.99,-0.77,-56.41489357
1094,광진실업(주),26910,2022,0.297465948,1.577956962,0.013645587,-5.1,0.75,-47.6233377
1095,국일신동(주),60480,2022,0.685598805,0.151987787,0.155562995,35.67,-1.18,-52.94040796
1096,국일제지(주),78130,2022,-0.108950603,0.277013805,0.023502222,-9.65,2.49,-49.63518143
