회사명,거래소코드,회계년도,자본금회전률(IFRS),유형자산회전율(IFRS),재고자산회전률(IFRS),자기자본회전률(IFRS),타인자본회전률(IFRS),총자본회전률(IFRS),자본금회전률(IFRS연결),유형자산회전율(IFRS연결),재고자산회전률(IFRS연결),자기자본회전률(IFRS연결),타인자본회전률(IFRS연결),총자본회전률(IFRS연결)
(주)광주신세계,037710,2018/12,16.9,1.25,33.78,0.23,1.79,0.2,,,,,,
(주)광주신세계,037710,2019/12,19.36,0.85,57.24,0.24,1.86,0.21,,,,,,
(주)광주신세계,037710,2020/12,18.44,0.6,51.93,0.22,1.66,0.19,,,,,,
(주)광주신세계,037710,2021/12,21.25,0.73,65,0.24,1.76,0.21,,,,,,
(주)국동,005320,2011/12,9.08,995.8,9.54,10.74,2.48,2.02,13.99,8.57,7.88,0,2.46,2.42
(주)국동,005320,2012/12,45.66,1365.02,11.25,33.47,2.52,2.34,68.93,5.52,8.08,18.12,2.33,2.06
(주)국동,005320,2013/12,44.65,1163.39,10.48,21.95,2.85,2.52,68.97,6.44,7.55,11.91,2.59,2.13
(주)국동,005320,2014/12,50.9,1034.23,12.84,11.62,3.22,2.52,80.36,7.79,8.17,8.45,3.15,2.29
(주)국동,005320,2015/12,43.62,817.92,9.3,5.58,2.47,1.71,72.53,6.39,6.73,5.69,2.77,1.86
(주)국동,005320,2016/12,47.98,1030.71,8.66,4.08,2.83,1.67,74.41,5.96,6.59,4.76,2.93,1.81
(주)국동,005320,2017/12,27.45,1045.84,9.05,3.3,3.15,1.61,40.45,5.25,6.04,4.06,2.82,1.66
(주)국동,005320,2018/12,20.44,1049.51,10.94,3.4,3.63,1.76,32.8,6.35,6.84,4.82,3.17,1.91
(주)국동,005320,2019/12,11.24,875.91,10.02,2.42,2.85,1.31,21.59,6.58,6.86,3.92,3.12,1.74
(주)국동,005320,2020/12,10.06,1106.48,14.83,2.8,3.05,1.46,15.26,7.23,8.13,3.39,3.07,1.61
(주)국동,005320,2021/12,4.76,321.57,5.32,1.55,2.33,0.93,9.68,5.26,5.06,2.44,2.79,1.3
(주)국보,001140,2011/12,23.03,3.08,178.79,3.46,1.9,1.23,25.43,3.39,197.43,3.77,2.07,1.34
(주)국보,001140,2012/12,21.26,2.86,153.95,3.33,1.74,1.14,23.82,3.19,172.5,3.58,1.9,1.24
(주)국보,001140,2013/12,21.22,2.7,146.14,3.67,1.68,1.15,22.79,2.89,156.97,3.68,1.76,1.19
(주)국보,001140,2014/12,17.49,2.16,127.15,3.69,1.34,0.98,18.99,2.33,137.99,3.72,1.42,1.03
(주)국보,001140,2015/12,16.6,2.09,158.13,4.48,1.32,1.02,17.84,2.24,169.91,4.47,1.38,1.05
(주)국보,001140,2016/12,15.14,1.94,196.92,5.13,1.22,0.99,17,2.18,221.13,5.19,1.34,1.06
(주)국보,001140,2017/12,11.02,1.89,190.92,5.11,1.26,1.01,11.55,1.98,200.11,4.72,1.29,1.01
(주)국보,001140,2018/12,7.96,2.39,176.11,4.85,1.52,1.16,8.51,2.56,188.27,4.58,1.59,1.18
(주)국보,001140,2019/12,5.72,4.93,168.13,4.89,1.47,1.13,8.74,6.36,4.07,4.24,1.47,1.09
(주)국보,001140,2020/12,2.91,4.65,25.37,2.45,1.21,0.81,6,7.79,3.18,3.7,1.5,1.07
(주)국보,001140,2021/12,1.86,3.6,23.29,1.63,1.2,0.69,3.37,6.14,3.63,3.09,1.48,1
(주)금양,001570,2011/12,5.13,4.37,16.19,2.37,1.4,0.88,5.58,3.01,9.06,2.54,1.43,0.92
(주)금양,001570,2012/12,5.5,4.63,15.46,2.45,1.33,0.86,6.25,2.89,8.79,2.71,1.47,0.95
(주)금양,001570,2013/12,6.71,5.67,17.06,2.91,1.48,0.98,7.94,3.67,9.04,3.43,1.7,1.14
(주)금양,001570,2014/12,7.01,5.96,14.28,3,1.41,0.96,8.06,4,6.88,3.52,1.46,1.03
(주)금양,001570,2015/12,7.75,6.39,14.95,3.27,1.46,1.01,8.08,4.24,6.78,3.1,1.42,0.98
(주)금양,001570,2016/12,8.18,6.45,19.75,4.67,1.22,0.97,8.57,3.8,8.29,3.65,1.34,0.98
(주)금양,001570,2017/12,7.35,5.94,19.48,5.64,1.05,0.88,8.79,3.59,8.65,3.92,1.28,0.96
(주)금양,001570,2018/12,7.06,5.93,17.26,3.77,1.25,0.94,9.56,4.19,8.74,3,1.56,1.03
(주)금양,001570,2019/12,6.23,4.8,13.97,3.23,1.12,0.83,7.92,3.3,6.72,2.34,1.23,0.81
(주)금양,001570,2020/12,5.49,3.97,12.01,2.97,0.96,0.73,8,3.17,6.2,2.38,1.19,0.79
(주)금양,001570,2021/12,7.56,4.67,8.8,3.33,1.22,0.89,9.38,3.29,4.85,2.21,1.29,0.81
(주)금호에이치티,214330,2011/12,,,,,,,,,,,,
(주)금호에이치티,214330,2012/12,,,,,,,,,,,,
(주)금호에이치티,214330,2013/12,53.92,6.09,5.66,2.61,3.1,1.42,53.92,5.06,5.66,2.6,2.89,1.37
(주)금호에이치티,214330,2014/12,76.18,7.95,9.03,3.2,4.36,1.85,77.9,6.61,7.48,3.24,3.95,1.78
(주)금호에이치티,214330,2015/12,50.62,7.45,9.62,2.52,5.38,1.72,56.55,6.26,7.43,2.81,4.5,1.73
(주)금호에이치티,214330,2016/12,38.86,4.87,9.07,2.17,4.4,1.45,42.72,4.3,7.07,2.49,3.7,1.49
(주)금호에이치티,214330,2017/12,33.89,3.28,7.78,1.74,3.07,1.11,36.81,3.05,5.82,2.03,2.77,1.17
(주)금호에이치티,214330,2018/12,29.57,4.06,7.06,1.66,2.56,1,32.7,3.85,5.17,1.94,2.42,1.08
(주)금호에이치티,214330,2019/12,22.49,4.84,6.94,1.42,1.9,0.81,25.47,4.62,5.11,1.69,1.91,0.9
(주)금호에이치티,214330,2020/12,5.12,4.18,6.39,0.89,1.51,0.56,6.21,3.89,5.13,1.11,1.62,0.66
(주)금호에이치티,214330,2021/12,2.51,4.97,7.07,0.71,2.04,0.52,2.97,3.57,5.22,0.82,2.04,0.58
(주)까뮤이앤씨,013700,2011/12,3.99,1.63,14,0.86,0.46,0.3,,,,,,
(주)까뮤이앤씨,013700,2012/12,4.03,2.13,18.25,2.1,0.5,0.4,,,,,,
(주)까뮤이앤씨,013700,2013/12,3.7,2.52,25.93,2.24,0.56,0.45,,,,,,
(주)까뮤이앤씨,013700,2014/12,5.47,3.53,92.72,3.56,1.08,0.83,,,,,,
(주)까뮤이앤씨,013700,2015/12,5.86,3.37,90.94,3.25,1.49,1.02,,,,,,
(주)까뮤이앤씨,013700,2016/12,6.19,3.03,101.28,2.88,1.59,1.03,,,,,,
(주)까뮤이앤씨,013700,2017/12,7.63,3.49,121.29,3.12,1.99,1.22,,,,,,
(주)까뮤이앤씨,013700,2018/12,5.15,2.33,67.2,1.96,1.42,0.82,,,,,,
(주)까뮤이앤씨,013700,2019/12,12.55,5.67,176.64,4.34,3.14,1.82,,,,,,
(주)까뮤이앤씨,013700,2020/12,7.16,3.13,121.7,2.1,1.78,0.97,,,,,,
(주)까뮤이앤씨,013700,2021/12,7.25,3.08,64.13,1.8,1.82,0.91,,,,,,
(주)나이스홀딩스,034310,2011/12,1.61,1.74,0,0.11,0.34,0.08,11.27,3.4,123.95,0.62,1.78,0.46
(주)나이스홀딩스,034310,2012/12,1.79,2.2,0,0.11,0.79,0.1,11.7,3.15,106.89,0.59,2.05,0.46
(주)나이스홀딩스,034310,2013/12,1.3,1.67,0,0.08,1.61,0.07,39.82,5.81,165.84,1.56,3.81,1.11
(주)나이스홀딩스,034310,2014/12,1.31,1.11,0,0.08,0.71,0.07,49.46,3.62,46.86,1.51,2.29,0.91
(주)나이스홀딩스,034310,2015/12,1.6,1.28,0,0.1,0.51,0.08,57.59,3.67,27.68,1.6,2.04,0.9
(주)나이스홀딩스,034310,2016/12,1.78,1.55,0,0.11,0.51,0.09,71.08,5.23,27.85,1.83,2.28,1.02
(주)나이스홀딩스,034310,2017/12,1.98,1.9,0,0.12,0.61,0.1,76.56,5.63,24.85,1.76,1.93,0.92
(주)나이스홀딩스,034310,2018/12,2.13,2.08,0,0.12,0.55,0.1,85.1,4.62,19.57,1.68,1.61,0.82
(주)나이스홀딩스,034310,2019/12,2.36,2.21,0,0.13,0.47,0.1,99.14,3.85,20.76,1.66,1.52,0.79
(주)나이스홀딩스,034310,2020/12,2.06,1.97,0,0.12,0.3,0.09,108.52,3.54,24.16,1.66,1.46,0.78
(주)나이스홀딩스,034310,2021/12,2.28,2.09,0,0.14,0.28,0.09,129.34,3.5,21.57,1.91,1.51,0.84
(주)남선알미늄,008350,2011/12,5.93,4.15,14.94,7.35,1.74,1.41,5.93,4.15,14.94,5.15,1.71,1.29
(주)남선알미늄,008350,2012/12,5.59,4.42,15.33,5.87,1.73,1.34,,,,,,
(주)남선알미늄,008350,2013/12,6.4,5.21,19.7,5.35,2.07,1.49,,,,,,
(주)남선알미늄,008350,2014/12,6.18,5.08,17.23,4.31,2.14,1.43,,,,,,
(주)남선알미늄,008350,2015/12,6.34,5.29,10.36,3.68,2.09,1.33,,,,,,
(주)남선알미늄,008350,2016/12,7.25,6.2,9.01,3.55,2.33,1.41,,,,,,
(주)남선알미늄,008350,2017/12,7.25,6.35,11.94,2.96,2.69,1.41,,,,,,
(주)남선알미늄,008350,2018/12,6.3,5.04,16.84,2.2,2.65,1.2,6.3,4.58,20.6,2.06,2.59,1.15
(주)남선알미늄,008350,2019/12,5.88,4.34,19.32,1.88,2.68,1.11,5.88,4.34,19.32,1.87,2.59,1.09
(주)남선알미늄,008350,2020/12,4.86,3.85,13.21,1.53,2.45,0.94,4.86,3.85,13.21,1.46,2.42,0.91
(주)남선알미늄,008350,2021/12,4.17,3.63,7.62,1.34,2.2,0.83,4.17,3.63,7.62,1.08,2.05,0.71
(주)남성,004270,2011/12,3.05,14.3,445.79,0.67,0.54,0.3,3.65,7.68,2.1,0.74,0.49,0.3
(주)남성,004270,2012/12,3.07,14.92,333.34,0.69,0.52,0.3,3.76,8.18,3.07,0.82,0.49,0.31
(주)남성,004270,2013/12,3.13,15.75,372.71,0.7,0.57,0.31,4.04,9.03,3.82,0.92,0.55,0.35
(주)남성,004270,2014/12,3.27,16.96,311.3,0.73,0.66,0.35,3.81,8.68,3.51,0.92,0.56,0.35
(주)남성,004270,2015/12,3.44,18.17,219.34,0.77,0.67,0.36,4.19,9.67,3.24,1.06,0.6,0.38
(주)남성,004270,2016/12,3.91,20.63,215.23,0.91,0.75,0.41,4.62,10.78,3.08,1.16,0.64,0.41
(주)남성,004270,2017/12,4.33,22.4,243.52,0.97,0.88,0.46,5.08,11.9,3.15,1.14,0.74,0.45
(주)남성,004270,2018/12,3.51,18.35,163.6,0.75,0.76,0.38,4.6,10.95,2.96,0.98,0.7,0.41
(주)남성,004270,2019/12,3.19,16.23,172.14,0.68,0.69,0.34,4.03,9.38,2.47,0.86,0.6,0.36
(주)남성,004270,2020/12,3.7,18.66,83.31,0.83,0.83,0.41,5.11,11.36,3.14,1.15,0.78,0.46
(주)남성,004270,2021/12,4.53,32.03,16.46,0.84,0.81,0.41,5.65,15.34,2.78,1.05,0.71,0.42
(주)넥센,005720,2011/12,15.79,3.92,9.03,0.95,1.43,0.57,18.5,2.81,6.86,0.94,1.44,0.57
(주)넥센,005720,2012/12,10.31,3.46,9.41,0.66,1.38,0.45,13.44,2.73,7.74,0.67,1.44,0.46
(주)넥센,005720,2013/12,8.21,3.34,10.56,0.54,1.62,0.41,13.94,3.47,11.09,0.68,1.96,0.5
(주)넥센,005720,2014/12,7.89,2.8,11.55,0.5,1.68,0.38,13.01,3.02,11.92,0.57,1.9,0.44
(주)넥센,005720,2015/12,7.12,2.29,12.47,0.43,1.65,0.34,11.24,2.47,12.54,0.44,1.81,0.36
(주)넥센,005720,2016/12,7.08,2.28,12.59,0.41,1.85,0.33,11.8,2.65,13.71,0.42,2.09,0.35
(주)넥센,005720,2017/12,7.6,2.04,13.35,0.42,1.97,0.34,11.25,2.29,12.96,0.36,1.97,0.31
(주)넥센,005720,2018/12,11.96,2.86,19.64,0.62,3.13,0.52,47.6,1.05,7.6,0.97,1.29,0.55
(주)넥센,005720,2019/12,12.33,3,20.82,0.62,3.89,0.54,80.19,0.92,6.18,1.18,1.14,0.58
(주)넥센,005720,2020/12,12.37,2.99,22.43,0.61,3.95,0.53,68.9,0.8,5.05,0.97,0.92,0.47
(주)넥센,005720,2021/12,17.76,4.35,24.02,0.85,4.64,0.72,84.13,0.99,5.31,1.16,1.03,0.55
(주)넥솔론,110570,2011/12,17.2,1.03,7.24,3.71,0.77,0.63,,,,,,
(주)넥솔론,110570,2012/12,7.78,0.54,4.19,2.64,0.43,0.37,6.57,0.54,5.29,4.3,0.41,0.37
(주)넥솔론,110570,2013/12,5.61,0.5,5.65,5.59,0.38,0.36,5.61,0.5,5.65,5.14,0.37,0.35
(주)넥솔론,110570,2014/12,4.09,0.49,6.95,0,0.29,0.36,4.09,0.49,6.95,0,0.29,0.36
(주)넥솔론,110570,2015/12,2.09,0.38,6.09,0,0.22,0.3,,,,,,
(주)넥솔론,110570,2016/12,1.92,0.41,7.97,0,0.32,0.34,,,,,,
(주)노루페인트,090350,2011/12,35.21,1.53,9.09,1.65,1.57,0.81,37.83,1.59,8.45,1.75,1.61,0.84
(주)노루페인트,090350,2012/12,37.97,1.59,8.85,1.78,1.42,0.79,40.92,1.66,8.39,1.87,1.47,0.82
(주)노루페인트,090350,2013/12,38.88,1.58,8.7,1.79,1.38,0.78,42.37,1.66,8.14,1.91,1.44,0.82
(주)노루페인트,090350,2014/12,40.62,1.64,9.37,1.82,1.46,0.81,44.78,1.72,8.68,1.94,1.52,0.85
(주)노루페인트,090350,2015/12,41.01,1.64,8.91,1.76,1.48,0.8,45.12,1.72,8.34,1.8,1.53,0.83
(주)노루페인트,090350,2016/12,42.22,1.68,9.56,1.69,1.55,0.81,46.81,1.77,8.91,1.75,1.61,0.84
(주)노루페인트,090350,2017/12,46.89,1.85,11.33,1.75,1.79,0.89,53.89,1.98,10.38,1.92,1.88,0.95
(주)노루페인트,090350,2018/12,52.5,2.05,11.98,1.87,2.05,0.98,60.08,2.15,10.46,2.03,2.08,1.03
(주)노루페인트,090350,2019/12,55.16,2.13,11.34,1.9,2.12,1,63.28,2.25,9.93,2.05,2.14,1.05
(주)노루페인트,090350,2020/12,54.25,2.08,9.51,1.82,1.98,0.95,62.84,2.22,8.68,1.96,2.02,0.99
(주)노루페인트,090350,2021/12,63.23,2.41,10.45,2.09,2.23,1.08,71.44,2.52,9.37,2.15,2.22,1.09
(주)노루홀딩스,000320,2011/12,2.9,1.73,0,0.13,0.35,0.1,64.47,1.41,7.65,1.53,1.34,0.71
(주)노루홀딩스,000320,2012/12,3.03,2.23,0,0.14,0.38,0.1,68.9,1.52,7.7,1.59,1.32,0.72
(주)노루홀딩스,000320,2013/12,4.68,4.79,0,0.19,0.58,0.15,72.14,1.61,7.69,1.58,1.34,0.73
(주)노루홀딩스,000320,2014/12,4.23,4.44,0,0.16,0.53,0.13,78.82,1.75,8.4,1.59,1.47,0.76
(주)노루홀딩스,000320,2015/12,4.08,4.27,0,0.15,0.52,0.12,80.41,1.77,8.2,1.42,1.48,0.72
(주)노루홀딩스,000320,2016/12,9.55,10.64,0,0.31,1.24,0.25,81.19,1.75,8.41,1.31,1.53,0.71
(주)노루홀딩스,000320,2017/12,4.97,5.45,0,0.14,0.71,0.12,90.74,1.9,9.76,1.39,1.82,0.79
(주)노루홀딩스,000320,2018/12,3.83,3.59,0,0.11,0.58,0.09,98.35,2.03,10.06,1.47,2,0.85
(주)노루홀딩스,000320,2019/12,3.5,2.27,0,0.1,0.54,0.08,104.03,2.12,9.73,1.57,2.04,0.89
(주)노루홀딩스,000320,2020/12,2.24,0.98,0,0.06,0.32,0.05,99.77,2.02,8.54,1.48,1.86,0.82
(주)노루홀딩스,000320,2021/12,2.56,0.9,0,0.07,0.35,0.06,112.38,2.27,8.96,1.64,2.02,0.91
(주)녹십자,006280,2011/12,14.03,3.12,3.81,1.2,3.43,0.89,15.16,3.05,3.88,1.22,3.34,0.89
(주)녹십자,006280,2012/12,14.13,2.79,3.76,1.11,3.36,0.83,16.03,2.94,3.97,1.23,3.25,0.89
(주)녹십자,006280,2013/12,14.55,2.54,3.68,1.06,3.55,0.82,16.28,2.66,3.86,1.17,3.33,0.86
(주)녹십자,006280,2014/12,14.62,2.38,3.32,1.01,2.94,0.75,16.69,2.51,3.56,1.11,2.89,0.8
(주)녹십자,006280,2015/12,15.62,2.18,3.13,1,2.52,0.71,17.93,2.3,3.36,1.09,2.53,0.76
(주)녹십자,006280,2016/12,17.68,2.11,3.41,1.06,2.58,0.75,20.5,2.27,3.71,1.16,2.64,0.81
(주)녹십자,006280,2017/12,18.8,2.14,3.31,1.09,2.23,0.73,22.04,2.33,3.67,1.19,2.37,0.79
(주)녹십자,006280,2018/12,19.53,2.23,3.15,1.09,2.14,0.72,22.84,2.4,3.48,1.19,2.24,0.78
(주)녹십자,006280,2019/12,19.61,2.11,3.07,1.09,1.88,0.69,23.44,2.28,3.45,1.19,2,0.74
(주)녹십자,006280,2020/12,21.01,2.15,3.17,1.14,1.69,0.68,25.74,2.29,3.57,1.23,1.82,0.73
(주)녹십자,006280,2021/12,20.03,2.05,2.96,1.01,1.6,0.62,26.32,2.09,3.45,1.11,1.67,0.67
(주)녹십자홀딩스,005250,2011/12,1.33,1.41,0,0.07,0.09,0.04,31.97,2.06,3.92,0.94,0.23,0.19
(주)녹십자홀딩스,005250,2012/12,1.16,1.01,0,0.06,0.12,0.04,32.23,2,3.96,0.92,0.41,0.28
(주)녹십자홀딩스,005250,2013/12,1.3,0.88,0,0.06,0.19,0.05,35.3,1.89,3.74,0.91,1.88,0.61
(주)녹십자홀딩스,005250,2014/12,1.38,0.78,0.7,0.07,0.2,0.05,39.31,1.84,2.95,0.92,1.84,0.61
(주)녹십자홀딩스,005250,2015/12,1.8,0.87,0.36,0.09,0.22,0.06,42.62,1.72,2.38,0.91,1.66,0.59
(주)녹십자홀딩스,005250,2016/12,3.7,1.41,0.69,0.17,0.36,0.12,50.96,1.72,2.68,1.01,1.67,0.63
(주)녹십자홀딩스,005250,2017/12,4.34,1.5,1.21,0.2,0.36,0.13,55.14,1.59,2.98,1.04,1.47,0.61
(주)녹십자홀딩스,005250,2018/12,5.27,1.97,4.12,0.24,0.36,0.14,58.27,1.51,3.34,1.07,1.35,0.6
(주)녹십자홀딩스,005250,2019/12,2.39,1.11,217.36,0.11,0.17,0.07,57.37,1.38,3.44,1.03,1.25,0.56
(주)녹십자홀딩스,005250,2020/12,2.96,2.13,0,0.13,0.2,0.08,64.69,1.62,3.65,1.08,1.21,0.57
(주)녹십자홀딩스,005250,2021/12,2.78,2.39,0,0.12,0.17,0.07,69.25,1.8,3.7,1.03,1.17,0.55
(주)농심,004370,2011/12,64.8,2.11,16.99,1.35,2.88,0.92,71.38,2.03,15.6,1.46,2.94,0.98
(주)농심,004370,2012/12,64.41,2.11,15.71,1.34,2.95,0.92,71.54,2.02,14.32,1.46,3.02,0.98
(주)농심,004370,2013/12,61.51,2.07,14.95,1.27,2.98,0.89,68.61,1.96,13.6,1.4,3,0.96
(주)농심,004370,2014/12,59.23,2.07,13.42,1.18,3.01,0.85,67.13,1.9,12.37,1.33,2.98,0.92
(주)농심,004370,2015/12,61.77,2.24,13.77,1.18,3.12,0.86,71.73,1.96,12.61,1.36,3.02,0.94
(주)농심,004370,2016/12,61.23,2.31,14.41,1.09,3.19,0.81,72.9,1.99,12.96,1.29,3.06,0.9
(주)농심,004370,2017/12,61.01,2.33,14.87,1.02,3.68,0.8,72.61,1.99,12.94,1.21,3.43,0.9
(주)농심,004370,2018/12,61.09,2.31,13.57,0.99,3.78,0.79,73.54,1.96,11.94,1.2,3.6,0.9
(주)농심,004370,2019/12,62.66,2.31,12.81,1,3.49,0.78,77.07,1.98,11.41,1.22,3.48,0.9
(주)농심,004370,2020/12,69.24,2.46,13.71,1.08,3.86,0.84,86.8,2.13,12.09,1.32,3.8,0.98
(주)농심,004370,2021/12,69.13,2.42,13.74,1.05,4.12,0.83,87.56,1.97,10.99,1.25,3.87,0.95
(주)농심홀딩스,072710,2011/12,0.85,1522.84,0,0.04,0.29,0.03,13.97,1.79,9.73,0.47,1.14,0.33
(주)농심홀딩스,072710,2012/12,0.86,2720.1,0,0.04,0.34,0.04,13.55,1.72,9.3,0.45,1.12,0.32
(주)농심홀딩스,072710,2013/12,0.86,5625.01,0,0.04,0.37,0.04,15.4,1.84,9.22,0.5,1.25,0.36
(주)농심홀딩스,072710,2014/12,0.87,20565.51,0,0.04,0.44,0.04,16.71,1.82,7.97,0.53,1.31,0.38
(주)농심홀딩스,072710,2015/12,0.73,0,0,0.03,0.42,0.03,19.37,2.04,8.55,0.59,1.5,0.42
(주)농심홀딩스,072710,2016/12,0.82,39442.73,0,0.04,0.47,0.03,21.47,2.32,9.27,0.61,1.57,0.44
(주)농심홀딩스,072710,2017/12,0.82,6209.23,0,0.04,0.54,0.03,21.42,2.36,9.16,0.58,1.62,0.43
(주)농심홀딩스,072710,2018/12,0.78,3263.42,0,0.03,0.59,0.03,23.43,2.63,8.97,0.62,1.87,0.46
(주)농심홀딩스,072710,2019/12,0.78,462.99,0,0.03,0.56,0.03,23.14,2.63,7.59,0.59,1.81,0.45
(주)농심홀딩스,072710,2020/12,0.83,339.44,0,0.03,0.99,0.03,25.17,2.87,8.24,0.62,2.05,0.47
(주)농심홀딩스,072710,2021/12,0.83,262.3,0,0.03,4.39,0.03,27.66,3.1,8.19,0.64,2.27,0.5
(주)다우기술,023590,2011/12,7.47,2.44,14.11,0.41,0.93,0.28,33.91,6.13,35.33,0.74,0.24,0.18
(주)다우기술,023590,2012/12,8.94,1.91,17.38,0.46,1.11,0.32,33.84,5.44,24.81,0.68,0.22,0.17
(주)다우기술,023590,2013/12,9.5,1.88,15.82,0.47,1.04,0.32,33.53,4.21,22.13,0.65,0.2,0.16
(주)다우기술,023590,2014/12,10.65,2.33,18.63,0.52,1.15,0.36,34.9,3.48,41.93,0.65,0.2,0.15
(주)다우기술,023590,2015/12,11.2,2.44,23.88,0.54,1.05,0.36,46.79,4.22,99.55,0.78,0.21,0.17
(주)다우기술,023590,2016/12,9.57,2.35,35.53,0.45,0.87,0.3,51.42,4.87,189.93,0.76,0.17,0.14
(주)다우기술,023590,2017/12,8.11,2.33,255.53,0.37,0.86,0.26,60.23,6.07,1806.58,0.77,0.14,0.12
(주)다우기술,023590,2018/12,8.57,2.28,319.66,0.38,0.86,0.26,98.51,9.55,3484.22,1.02,0.16,0.14
(주)다우기술,023590,2019/12,9.87,2.39,534.77,0.42,0.91,0.29,129.35,10.82,6524.18,1.14,0.15,0.13
(주)다우기술,023590,2020/12,10.97,2.82,8356.75,0.45,0.74,0.28,210.98,15.54,89869.96,1.6,0.16,0.15
(주)다우기술,023590,2021/12,12.16,3.04,14069.18,0.47,0.62,0.27,271.34,18.6,134475.05,1.55,0.16,0.14
(주)다이나믹디자인,145210,2011/12,26.49,2.52,13.07,1.8,1.16,0.71,36.37,2.19,10.9,2.25,1.19,0.78
(주)다이나믹디자인,145210,2012/12,27.62,2.33,13.62,1.46,1.32,0.69,38.43,1.77,9.91,1.86,1.29,0.76
(주)다이나믹디자인,145210,2013/12,27.19,2.18,13.35,1.18,1.36,0.63,42.43,1.64,9.18,1.78,1.34,0.77
(주)다이나믹디자인,145210,2014/12,27.43,1.74,14.47,1.03,1.27,0.57,46.29,1.56,9.9,1.75,1.37,0.77
(주)다이나믹디자인,145210,2015/12,23.45,1.38,11.63,0.81,1.1,0.47,40.4,1.35,8.1,1.41,1.25,0.66
(주)다이나믹디자인,145210,2016/12,21.18,1.45,11.73,0.86,1.09,0.48,34.38,1.37,8.04,1.47,1.17,0.65
(주)다이나믹디자인,145210,2017/12,10.05,1.22,11.35,1.32,0.75,0.48,16.56,1.26,8.83,1.89,0.92,0.62
(주)다이나믹디자인,145210,2018/12,5.27,1.08,9.2,3.78,0.56,0.49,8.41,1.16,8.28,2.51,0.76,0.58
(주)다이나믹디자인,145210,2019/12,4.01,0.99,10.92,9.18,0.49,0.46,6.76,1.22,9.24,4.01,0.71,0.6
(주)다이나믹디자인,145210,2020/12,0.94,0.89,11.18,1.48,0.47,0.36,1.7,1.18,8.77,1.79,0.69,0.5
(주)다이나믹디자인,145210,2021/12,0.36,0.86,9.34,0.59,0.44,0.25,0.68,1.26,7.18,1,0.66,0.4
(주)다함이텍,009280,2011/12,0.34,15.94,62.41,0.02,3.06,0.02,0.51,2.19,2.73,0.03,0.33,0.03
(주)다함이텍,009280,2012/12,0.28,15.02,25.48,0.02,2.32,0.02,0.63,0.06,3.22,0.04,0.08,0.03
(주)대교,019680,2011/12,15.72,6.27,35.4,1.24,4.2,0.95,17.92,6.68,31.22,1.4,4.27,1.05
(주)대교,019680,2012/12,14.82,5.62,36.36,1.21,4.49,0.95,16.7,5.84,30.73,1.37,4.27,1.04
(주)대교,019680,2013/12,14.53,5.52,44.13,1.17,4.72,0.94,16.13,5.8,35.49,1.32,4.33,1.01
(주)대교,019680,2014/12,14.3,5.62,42.49,1.13,4.62,0.91,15.57,5.5,33.77,1.26,4.08,0.96
(주)대교,019680,2015/12,14.41,5.64,44.79,1.15,4.98,0.94,15.62,5.18,34.32,1.27,4.3,0.98
(주)대교,019680,2016/12,14.59,5.11,53.16,1.17,5.26,0.96,15.76,4.67,38.49,1.26,4.53,0.98
(주)대교,019680,2017/12,14.54,4.36,59.1,1.13,5.12,0.93,15.6,4.26,44.88,1.21,4.44,0.95
(주)대교,019680,2018/12,13.55,3.83,57.27,1.07,4.67,0.87,14.66,4,49.42,1.18,3.88,0.9
(주)대교,019680,2019/12,13.45,3.93,59.37,1.1,3.49,0.83,14.63,4.05,53.93,1.24,2.93,0.87
(주)대교,019680,2020/12,11.27,3.84,49.12,0.98,2.49,0.7,12.04,3.82,43.12,1.07,2.11,0.71
(주)대교,019680,2021/12,11.39,4.59,57.09,1.09,2.72,0.78,12.26,4.54,37.67,1.19,2.19,0.77
(주)대구백화점,006370,2011/03,3.31,0.61,43.64,0.51,1.71,0.39,,,,,,
(주)대구백화점,006370,2012/03,3.21,0.59,40.17,0.45,1.53,0.35,,,,,,
(주)대구백화점,006370,2013/03,2.99,0.54,35.03,0.41,1.6,0.32,,,,,,
(주)대구백화점,006370,2014/03,2.99,0.54,32.89,0.4,1.71,0.33,3.16,0.57,33.28,0.41,0.75,0.27
(주)대구백화점,006370,2015/03,2.76,0.5,28.14,0.39,1.47,0.31,2.92,0.53,28.87,0.42,0.63,0.25
(주)대구백화점,006370,2016/03,2.77,0.49,25.5,0.41,1.33,0.31,2.92,0.47,26.96,0.42,0.63,0.25
(주)대구백화점,006370,2017/03,2.41,0.42,21.11,0.36,1.23,0.28,2.54,0.33,22.25,0.37,0.49,0.21
(주)대구백화점,006370,2018/12,1.96,0.4,11.81,0.33,0.8,0.23,2.22,0.27,14.39,0.36,0.32,0.17
(주)대구백화점,006370,2019/12,1.77,0.36,11.55,0.31,0.73,0.22,1.87,0.24,12.25,0.34,0.26,0.15
(주)대구백화점,006370,2020/12,1.57,0.33,10.92,0.29,0.65,0.2,1.68,0.22,11.69,0.33,0.29,0.15
(주)대구백화점,006370,2021/12,1.4,0.38,9.48,0.26,0.6,0.18,1.51,0.23,10.21,0.32,0.34,0.16
(주)대덕,008060,2011/12,26.88,3.28,14.9,1.77,5.56,1.34,26.91,2.94,14.36,1.75,5.33,1.32
(주)대덕,008060,2012/12,30.78,3.52,14.86,1.85,6.16,1.42,30.79,3.17,14.57,1.82,6.02,1.4
