회사명,거래소코드,회계년도,자본금회전률(IFRS),유형자산회전율(IFRS),재고자산회전률(IFRS),자기자본회전률(IFRS),타인자본회전률(IFRS),총자본회전률(IFRS),자본금회전률(IFRS연결),유형자산회전율(IFRS연결),재고자산회전률(IFRS연결),자기자본회전률(IFRS연결),타인자본회전률(IFRS연결),총자본회전률(IFRS연결)
한성기업(주),003680,2011/12,9.89,6.26,9.98,4.56,2.82,1.74,9.8,5.51,9.54,4.32,2.59,1.62
한성기업(주),003680,2012/12,9.96,5.92,8.66,4.48,2.7,1.68,9.97,4.34,7.73,4.15,2.41,1.53
한성기업(주),003680,2013/12,10.36,5.1,8.21,4.52,2.45,1.59,10.36,4.04,8.13,4.23,2.23,1.46
한성기업(주),003680,2014/12,10.48,4.46,8.77,5.03,2.08,1.47,10.48,3.62,8.67,4.67,1.91,1.36
한성기업(주),003680,2015/12,10.64,4.4,9.24,5.62,1.9,1.42,,,,,,
한성기업(주),003680,2016/12,11.71,4.89,11.82,6.02,1.89,1.44,,,,,,
한성기업(주),003680,2017/12,11.79,5.06,15.98,5.91,1.92,1.45,,,,,,
한성기업(주),003680,2018/12,10.06,4.59,13.93,5.21,1.75,1.31,,,,,,
한성기업(주),003680,2019/12,8.93,3.89,10.56,5.2,1.53,1.19,8.75,3.54,9.72,5.42,1.47,1.16
한성기업(주),003680,2020/12,8.6,4.08,10.89,5.3,1.62,1.24,,,,,,
한성기업(주),003680,2021/12,8.1,4.72,10.8,5.29,1.67,1.27,,,,,,
한세실업(주),105630,2011/12,55.56,132.38,8.67,5.77,4.03,2.37,56.87,18.21,7.65,5.95,3.36,2.15
한세실업(주),105630,2012/12,53.78,104.41,9.21,4.99,4.24,2.29,56.48,15.53,7.87,5.34,3.34,2.05
한세실업(주),105630,2013/12,58.74,113.4,9.4,4.45,4.33,2.19,61.92,14.4,8.04,4.89,3.25,1.95
한세실업(주),105630,2014/12,62.12,119.86,9.78,3.84,4.27,2.02,65.66,12.56,8.3,4.36,3.04,1.79
한세실업(주),105630,2015/12,73.21,133.55,10.72,3.63,3.94,1.89,79.33,14.29,9.78,4.19,3.11,1.79
한세실업(주),105630,2016/12,71.1,124.3,9.75,3.08,3.08,1.54,77.38,10.42,7.21,3.13,2.43,1.37
한세실업(주),105630,2017/12,67.73,123.67,10.08,2.8,2.99,1.45,85.57,9.45,6.85,3.01,2.57,1.39
한세실업(주),105630,2018/12,65.83,122.08,9.27,2.91,3.04,1.49,85.63,9.64,6.39,3.21,2.63,1.45
한세실업(주),105630,2019/12,76.7,146.48,9.34,3.77,3.4,1.79,96.12,10.45,6.52,4.06,2.74,1.64
한세실업(주),105630,2020/12,82.87,163.99,9.41,4,3.68,1.92,84.91,10.64,6.58,3.88,2.57,1.54
한세실업(주),105630,2021/12,81.02,164.01,6.44,3.59,3.23,1.7,83.6,11.63,5.48,3.78,2.47,1.49
한세엠케이(주),069640,2011/12,70.37,6.25,4.13,2.15,5.18,1.52,72.19,6.37,3.98,2.2,5.18,1.54
한세엠케이(주),069640,2012/12,62.91,6.01,3.68,1.9,6.07,1.44,64.85,6.16,3.58,1.94,6.09,1.47
한세엠케이(주),069640,2013/12,50.4,5.76,3.5,1.82,6.17,1.4,51.85,5.9,3.41,1.85,6.2,1.42
한세엠케이(주),069640,2014/12,41.92,5.83,3.28,1.76,5.83,1.35,43.04,5.92,3.17,1.79,5.82,1.37
한세엠케이(주),069640,2015/12,42.17,6.24,3.45,1.77,5.87,1.36,46.52,6.63,3.47,1.93,5.83,1.45
한세엠케이(주),069640,2016/12,41.77,7.37,3.46,1.77,5.23,1.32,49.84,8.09,3.62,2.07,4.86,1.45
한세엠케이(주),069640,2017/12,41.44,8.28,3.57,1.76,6.52,1.38,50.96,9.27,3.65,2.09,5.13,1.49
한세엠케이(주),069640,2018/12,38.93,7.62,3.62,1.74,9.01,1.46,50.04,9.15,3.53,2.1,5.8,1.54
한세엠케이(주),069640,2019/12,36,7.83,3.58,1.97,6.42,1.51,47.64,9.93,3.43,2.47,4.35,1.58
한세엠케이(주),069640,2020/12,25.47,6.52,3.05,1.95,4.1,1.32,34.12,8.55,3.04,2.47,2.82,1.32
한세엠케이(주),069640,2021/12,23.13,6.19,3.45,2.29,4.26,1.49,32.17,8.53,3.49,3.33,2.7,1.49
한세예스24홀딩스(주),016450,2011/12,0.21,0.37,0,0.03,0.22,0.03,85.11,14.75,8.85,5.15,3.59,2.12
한세예스24홀딩스(주),016450,2012/12,0.3,1.06,0,0.04,0.3,0.04,92.67,13.02,8.93,4.79,3.44,2
한세예스24홀딩스(주),016450,2013/12,0.33,219.41,0,0.05,0.43,0.04,87.58,12.01,8.83,4.47,3.32,1.9
한세예스24홀딩스(주),016450,2014/12,0.35,156.01,0,0.06,0.52,0.05,86.42,9.64,9.16,4.23,2.94,1.73
한세예스24홀딩스(주),016450,2015/12,0.43,84.93,0,0.07,0.24,0.06,104.3,9.43,9.54,4.19,2.67,1.63
한세예스24홀딩스(주),016450,2016/12,0.48,63.41,0,0.08,0.16,0.05,112,8.39,7.56,3.64,2.3,1.41
한세예스24홀딩스(주),016450,2017/12,0.59,61.94,0,0.1,0.19,0.07,123.11,8.26,7.28,3.57,2.4,1.43
한세예스24홀딩스(주),016450,2018/12,0.79,76.81,0,0.15,0.25,0.09,126.07,8.6,6.87,3.82,2.46,1.5
한세예스24홀딩스(주),016450,2019/12,0.91,113.97,0,0.18,0.3,0.11,138.55,9.09,6.85,4.57,2.52,1.63
한세예스24홀딩스(주),016450,2020/12,0.99,110.92,0,0.2,0.27,0.11,139.9,9.08,7.01,4.17,2.51,1.57
한세예스24홀딩스(주),016450,2021/12,0.96,98.89,0,0.18,0.24,0.1,139.94,8.87,5.93,3.3,2.35,1.37
한솔로지스틱스(주),009180,2011/12,14.52,31.56,0,3.69,4.33,1.99,15.91,32.43,0,3.99,4.47,2.11
한솔로지스틱스(주),009180,2012/12,15.86,33.9,0,3.86,4.6,2.1,17.67,35.43,0,4.27,4.75,2.25
한솔로지스틱스(주),009180,2013/12,16.65,36.76,0,3.71,4.99,2.13,18.8,39.6,0,4.35,5.19,2.37
한솔로지스틱스(주),009180,2014/12,15.62,33.45,0,3.33,5.78,2.11,17.84,36.72,0,4.1,5.84,2.41
한솔로지스틱스(주),009180,2015/12,22.04,33.52,0,4.72,6.73,2.77,22.42,33.27,0,5.07,6.19,2.79
한솔로지스틱스(주),009180,2016/12,42.46,36.08,0,8.99,7.36,4.05,43.51,36.84,0,9.11,7.42,4.09
한솔로지스틱스(주),009180,2017/12,38.53,33.42,0,7.62,7.07,3.67,40.18,34.77,0,7.79,7.21,3.74
한솔로지스틱스(주),009180,2018/12,28.91,34.59,0,6.83,7.11,3.48,37.46,43.7,0,8.39,7.54,3.97
한솔로지스틱스(주),009180,2019/12,22.74,32.32,0,7.02,4.33,2.68,32.13,43.18,0,8.92,4.84,3.14
한솔로지스틱스(주),009180,2020/12,23.9,32.1,0,7.89,3.26,2.31,35.54,44.35,0,10.02,3.9,2.81
한솔로지스틱스(주),009180,2021/12,35.89,47.24,0,9.93,4.38,3.04,52.09,47.88,0,11.21,4.54,3.23
한솔아트원제지(주),007190,2011/12,5.1,1.14,5.16,2.99,0.94,0.71,,,,,,
한솔아트원제지(주),007190,2012/12,4.8,1.2,6.25,3.71,0.97,0.77,,,,,,
한솔아트원제지(주),007190,2013/12,7.7,1.25,7.43,3.86,1.03,0.81,,,,,,
한솔아트원제지(주),007190,2014/12,11.51,1.14,7.3,3.45,0.97,0.75,,,,,,
한솔아트원제지(주),007190,2015/12,9.38,1.21,7.72,3.36,1.09,0.82,,,,,,
한솔제지(주),213500,2015/12,,,,,,,,,,,,
한솔제지(주),213500,2016/12,13.39,1.5,10.13,3.1,1.55,1.03,16.69,1.6,7.76,3.83,1.49,1.07
한솔제지(주),213500,2017/12,14.01,1.53,8.77,3.16,1.54,1.04,16,1.69,7.74,3.54,1.62,1.11
한솔제지(주),213500,2018/12,14.61,1.55,7.33,3.11,1.55,1.03,15.06,1.57,6.42,3.17,1.49,1.01
한솔제지(주),213500,2019/12,13.78,1.49,6.52,2.79,1.51,0.98,16.07,1.71,6.4,3.19,1.63,1.08
한솔제지(주),213500,2020/12,12.46,1.41,5.99,2.4,1.43,0.9,12.69,1.42,5.1,2.42,1.35,0.87
한솔제지(주),213500,2021/12,13.68,1.53,6.43,2.43,1.53,0.94,15.41,1.73,5.96,2.79,1.59,1.01
한솔테크닉스(주),004710,2011/12,21.96,4.51,31.5,5.01,3.9,2.19,23.89,4.4,20.57,5.32,3.95,2.27
한솔테크닉스(주),004710,2012/12,10.9,2.21,24.87,3.31,1.94,1.22,11.1,2.09,16.12,3.36,1.95,1.23
한솔테크닉스(주),004710,2013/12,7.29,2.29,25.42,3.06,1.95,1.19,7.36,2.15,15.77,3.23,1.94,1.21
한솔테크닉스(주),004710,2014/12,6.04,2.69,24.08,2.85,2.47,1.32,6.1,2.52,16.06,3.05,2.48,1.37
한솔테크닉스(주),004710,2015/12,4.82,2.53,20.22,2.34,2.49,1.21,6.05,2.58,17.01,2.84,2.66,1.37
한솔테크닉스(주),004710,2016/12,4.23,2.57,17.68,2.27,2.09,1.09,7.31,3.12,18.46,3.41,2.79,1.53
한솔테크닉스(주),004710,2017/12,5.29,3.75,22.03,3.19,2.4,1.37,8.46,4.05,19.08,4.36,3.19,1.84
한솔테크닉스(주),004710,2018/12,4.69,3.4,18.94,2.93,2.15,1.24,7.62,3.59,13.5,4.06,2.8,1.66
한솔테크닉스(주),004710,2019/12,4.36,4.18,27.23,3.09,2.8,1.47,7.17,4.13,17.44,4.19,3.57,1.93
한솔테크닉스(주),004710,2020/12,4.2,5.22,38.12,3,3.5,1.61,7.44,5.2,22.63,4.42,4.38,2.2
한솔테크닉스(주),004710,2021/12,3.83,5.07,25.26,2.59,2.7,1.32,9.28,6.24,13.55,5.35,3.62,2.16
한솔피엔에스(주),010420,2011/12,15.33,19,26.86,5.32,2.68,1.78,,,,,,
한솔피엔에스(주),010420,2012/12,14.92,18.99,31.7,5.48,3,1.94,,,,,,
한솔피엔에스(주),010420,2013/12,16.85,32.62,28.3,5.95,2.94,1.97,,,,,,
한솔피엔에스(주),010420,2014/12,19.25,78.95,34.96,6.56,3.23,2.17,,,,,,
한솔피엔에스(주),010420,2015/12,17.6,79.88,39.75,5.73,3.39,2.13,,,,,,
한솔피엔에스(주),010420,2016/12,19.48,81.51,38.58,6.12,3.36,2.17,,,,,,
한솔피엔에스(주),010420,2017/12,21.84,48.39,40.16,6.48,3.31,2.19,,,,,,
한솔피엔에스(주),010420,2018/12,24.24,37.05,44.22,6.67,4.19,2.57,,,,,,
한솔피엔에스(주),010420,2019/12,22.83,34.86,51.82,5.88,4.06,2.4,,,,,,
한솔피엔에스(주),010420,2020/12,23.89,38.66,63.33,5.78,3.89,2.33,,,,,,
한솔피엔에스(주),010420,2021/12,25.11,43.29,51.45,5.7,4.52,2.52,25.66,27.11,38.19,5.25,4.41,2.4
한솔홀딩스(주),004150,2011/12,7.07,1.7,10.11,2.02,1.54,0.87,8.1,1,9.38,2.21,0.98,0.68
한솔홀딩스(주),004150,2012/12,6.8,1.63,9.73,1.94,1.52,0.85,8.16,1.01,9.45,2.3,1.01,0.7
한솔홀딩스(주),004150,2013/12,6.41,1.52,9.92,1.76,1.51,0.81,9.06,1.03,8.49,2.46,1.03,0.73
한솔홀딩스(주),004150,2014/12,0,0,0,0,0,0,3.58,0.49,4.45,1.22,0.34,0.26
한솔홀딩스(주),004150,2015/12,0.11,1.17,0,0.04,0.03,0.02,4.48,0.79,14.4,1.81,0.47,0.37
한솔홀딩스(주),004150,2016/12,0.11,1.18,0,0.04,0.58,0.04,3.74,0.75,18.03,1.34,0.57,0.4
한솔홀딩스(주),004150,2017/12,0.12,1.34,0,0.05,0.65,0.05,3.81,1,38.88,1.54,0.71,0.49
한솔홀딩스(주),004150,2018/12,0.11,1.23,0,0.06,0.87,0.06,3.01,0.86,37.1,1.46,0.69,0.47
한솔홀딩스(주),004150,2019/12,0.11,1.34,0,0.07,1.11,0.06,2.32,1.3,45.65,1.22,0.96,0.54
한솔홀딩스(주),004150,2020/12,0.19,1.4,0,0.06,1.71,0.06,2.59,5.35,41.1,0.73,2.31,0.56
한솔홀딩스(주),004150,2021/12,0.7,1.57,0,0.07,2.16,0.07,9.85,6.14,41.98,0.77,4.03,0.65
한신공영(주),004960,2011/12,17.08,99.16,14.45,2.64,0.93,0.69,17.1,98.09,14.45,2.63,0.93,0.68
한신공영(주),004960,2012/12,18.62,122.68,7.83,2.89,0.86,0.67,18.69,120.22,7.85,2.84,0.87,0.66
한신공영(주),004960,2013/12,27.97,186.02,8.17,4.35,1.17,0.92,27.97,150.11,8.17,4.2,1.17,0.91
한신공영(주),004960,2014/12,21.5,143.27,6.65,4.23,0.93,0.76,22.01,101.65,6.81,4.27,0.92,0.76
한신공영(주),004960,2015/12,27.33,33.49,6.9,6.4,1.15,0.97,27.4,32.31,6.92,6.53,1.11,0.95
한신공영(주),004960,2016/12,35.23,22.17,9.68,6.94,1.41,1.17,35.3,22.21,9.7,7.07,1.37,1.15
한신공영(주),004960,2017/12,37.36,23.38,9.24,6.24,1.49,1.2,37.67,23.57,7.4,6.41,1.4,1.15
한신공영(주),004960,2018/12,36.72,24.85,6.96,5.25,1.59,1.22,38.13,25.74,5.55,5.37,1.48,1.16
한신공영(주),004960,2019/12,26.63,17.67,5.82,3.37,1.39,0.98,28.05,18.32,5.23,3.38,1.31,0.95
한신공영(주),004960,2020/12,25.93,16.32,9.31,2.77,1.49,0.97,26.9,16.49,7.6,2.74,1.38,0.92
한신공영(주),004960,2021/12,22.32,12.71,6.96,2.06,1.18,0.75,22.66,12.44,4.16,2.02,1.03,0.68
한신기계공업(주),011700,2011/12,3.89,5.09,4.86,1.33,3.56,0.97,4.04,4.7,4.24,1.38,3.77,1.01
한신기계공업(주),011700,2012/12,3.99,5.21,3.86,1.29,3.06,0.91,4.2,4.93,3.53,1.35,3.28,0.96
한신기계공업(주),011700,2013/12,4.21,5.47,3.57,1.22,2.94,0.86,4.35,5.14,3.28,1.27,3.05,0.9
한신기계공업(주),011700,2014/12,3.92,5.1,3.22,1.01,2.76,0.74,4.02,4.78,2.94,1.05,2.81,0.76
한신기계공업(주),011700,2015/12,3.81,4.11,3.31,0.9,2.84,0.69,3.87,3.87,2.97,0.93,2.86,0.7
한신기계공업(주),011700,2016/12,3.79,3.25,3.87,0.82,3.07,0.65,3.87,3.14,3.37,0.85,3.2,0.67
한신기계공업(주),011700,2017/12,3.34,2.68,4.23,0.69,3.66,0.58,3.46,2.62,3.58,0.72,3.74,0.61
한신기계공업(주),011700,2018/12,3.19,2.61,4.65,0.64,5.09,0.57,3.28,2.5,3.81,0.67,4.63,0.59
한신기계공업(주),011700,2019/12,3.13,2.29,4.29,0.62,4.74,0.55,3.25,2.24,3.62,0.66,4.43,0.57
한신기계공업(주),011700,2020/12,3.08,2.07,3.86,0.6,4.23,0.52,3.18,2.03,3.31,0.63,3.99,0.55
한신기계공업(주),011700,2021/12,3.29,2.25,4.13,0.62,4.39,0.54,3.35,2.14,3.4,0.65,3.89,0.55
한온시스템(주),018880,2011/12,37.58,5.97,26.89,1.85,4.48,1.31,62.05,5.08,17.21,2.71,4.49,1.69
한온시스템(주),018880,2012/12,40.7,6.46,28.47,1.88,4.76,1.35,68.44,5.55,17.46,2.68,4.68,1.71
한온시스템(주),018880,2013/12,44.01,6.83,30.63,1.77,4.15,1.24,97.22,6.39,18.39,3.48,4.7,2
한온시스템(주),018880,2014/12,43.89,6.61,27.64,1.56,3.38,1.07,102.19,5.39,15.17,3.4,3.66,1.76
한온시스템(주),018880,2015/12,42.6,6.15,26.44,1.45,3.12,0.99,104.12,5.18,14.74,3.2,3.44,1.66
한온시스템(주),018880,2016/12,43.36,5.67,25.97,1.46,2.69,0.95,106.85,5.02,14.05,3.1,3.14,1.56
한온시스템(주),018880,2017/12,45.87,5.66,23.84,1.48,2.31,0.9,104.64,4.58,12.44,2.85,2.75,1.4
한온시스템(주),018880,2018/12,48.79,5.96,24.63,1.6,1.66,0.81,111.23,4.22,12.19,2.85,2.24,1.25
한온시스템(주),018880,2019/12,50,6.31,27.26,1.8,1.08,0.67,134.02,3.89,12.79,3.2,1.8,1.15
한온시스템(주),018880,2020/12,50.21,6.61,27.29,1.96,0.83,0.58,128.75,3.16,11.06,3,1.33,0.92
한온시스템(주),018880,2021/12,53.59,6.99,24.98,2.34,0.81,0.6,137.72,3.22,10.21,3.12,1.3,0.92
한올바이오파마(주),009420,2011/12,4.72,8.38,5.12,1.66,1.41,0.76,4.72,8.38,5.12,1.66,1.41,0.76
한올바이오파마(주),009420,2012/12,3.87,7.5,4.79,1.17,1.52,0.66,3.87,7.5,4.79,1.18,1.52,0.66
한올바이오파마(주),009420,2013/12,3.58,6.54,4.22,1.07,1.77,0.67,3.58,6.54,4.21,1.07,1.77,0.67
한올바이오파마(주),009420,2014/12,3.87,6.72,4.36,1.53,2.03,0.87,3.87,6.72,4.36,1.53,2.03,0.87
한올바이오파마(주),009420,2015/12,3.43,6.66,4.11,1.14,2.53,0.78,3.43,6.66,4.11,1.13,2.53,0.78
한올바이오파마(주),009420,2016/12,3.19,6.39,4.41,0.83,3.92,0.69,3.19,6.39,4.41,0.83,3.92,0.69
한올바이오파마(주),009420,2017/12,3.22,6.2,4.94,0.78,2.16,0.57,3.22,6.2,4.94,0.78,2.16,0.57
한올바이오파마(주),009420,2018/12,3.52,6.77,5.75,0.81,1.79,0.56,3.52,6.77,5.75,0.81,1.79,0.55
한올바이오파마(주),009420,2019/12,4.15,7.71,7.42,0.84,2.25,0.61,4.15,7.71,7.42,0.84,2.25,0.61
한올바이오파마(주),009420,2020/12,3.39,6.05,5.27,0.55,1.98,0.43,3.39,6.04,5.27,0.55,1.97,0.43
한올바이오파마(주),009420,2021/12,3.89,6.22,5.04,0.59,2.76,0.49,3.89,5.73,4.98,0.62,2.9,0.51
한일건설(주),006440,2011/12,2.52,23.68,7.07,4.9,0.51,0.46,5.53,14.77,5.16,13.67,0.85,0.8
한일건설(주),006440,2012/12,1.37,26,8.42,0,0.43,0.5,1.43,6.36,8.71,0,0.42,0.48
한일시멘트(주),300720,2018/12,,,,,,,,,,,,
한일시멘트(주),300720,2019/12,45.65,1.23,13.51,1.07,1.91,0.68,,,,,,
한일시멘트(주),300720,2020/12,30.4,1.11,13.45,0.79,1.4,0.51,28.13,0.9,12.03,0.72,0.94,0.41
한일시멘트(주),300720,2021/12,26.21,1.22,16.57,0.73,1.38,0.48,36.73,1.17,15.74,0.9,1.3,0.53
한일철강(주),002220,2011/12,14.76,2.1,7.82,0.96,0.83,0.44,16.99,1.53,7.63,0.99,0.84,0.45
한일철강(주),002220,2012/12,13.19,1.88,8.72,0.86,0.86,0.43,15.11,1.6,8.04,0.91,0.89,0.45
한일철강(주),002220,2013/12,12.86,1.87,7.51,0.83,0.98,0.45,14.05,1.8,6.82,0.87,0.97,0.46
한일철강(주),002220,2014/12,11.39,1.68,5.74,0.74,0.84,0.39,12.57,1.65,5.36,0.78,0.85,0.41
한일철강(주),002220,2015/12,9.86,1.27,6.78,0.67,0.62,0.32,10.97,1.28,6.28,0.71,0.65,0.34
한일철강(주),002220,2016/12,9.69,1.1,7.32,0.67,0.61,0.32,10.91,1.14,7.03,0.73,0.66,0.35
한일철강(주),002220,2017/12,14.05,1.54,7.04,0.93,0.99,0.48,15.27,1.57,6.77,0.98,1.04,0.5
한일철강(주),002220,2018/12,14.84,1.66,5.84,1,1.08,0.52,15.79,1.67,5.67,1.04,1.1,0.53
한일철강(주),002220,2019/12,14.68,1.73,6.42,1.07,1.06,0.53,15.5,1.75,6.22,1.11,1.08,0.55
한일철강(주),002220,2020/12,12.6,1.68,7.8,1.01,0.97,0.5,13.31,1.7,7.38,1.06,0.99,0.51
한일철강(주),002220,2021/12,18.44,2.91,8.64,1.49,1.6,0.77,18.62,2.98,6.04,1.4,1.54,0.73
한일현대시멘트(주),006390,2011/12,7.33,0.84,7.17,1.85,0.42,0.34,11.28,1.28,2.44,2.98,0.42,0.36
한일현대시멘트(주),006390,2012/12,8.08,0.94,7.75,3.43,0.62,0.52,11.42,1.34,3.62,6.28,0.54,0.5
한일현대시멘트(주),006390,2013/12,8.87,1.06,8.43,0,0.53,0.64,8.89,1.06,5.33,0,0.44,0.52
한일현대시멘트(주),006390,2014/12,8.08,1.1,8.27,0,0.56,0.69,8.09,1.1,8.28,0,0.56,0.69
한일현대시멘트(주),006390,2015/12,8.3,1.26,10.35,8.36,0.82,0.75,,,,,,
한일현대시멘트(주),006390,2016/12,5.94,1.32,11.95,4.36,0.89,0.74,,,,,,
한일현대시멘트(주),006390,2017/12,4.16,1.23,8.45,1.98,1.05,0.69,,,,,,
한일현대시멘트(주),006390,2018/12,4.05,1.2,7.51,1.76,1.03,0.65,,,,,,
한일현대시멘트(주),006390,2019/12,4.58,1.33,9.35,2.02,1.06,0.69,,,,,,
한일현대시멘트(주),006390,2020/12,3.97,1.13,10.42,1.45,1.01,0.6,,,,,,
한일현대시멘트(주),006390,2021/12,4.59,1.29,15.24,1.37,1.37,0.68,,,,,,
한일홀딩스(주),003300,2011/12,18.66,0.8,10.58,0.56,1.1,0.37,23.01,0.88,12.56,0.67,1.17,0.43
한일홀딩스(주),003300,2012/12,22.25,0.84,10.8,0.69,1.12,0.43,26.38,0.93,12.38,0.8,1.22,0.48
한일홀딩스(주),003300,2013/12,25.55,0.98,12.47,0.79,1.33,0.5,33.6,1.18,14.11,0.99,1.56,0.61
한일홀딩스(주),003300,2014/12,26.84,1.04,13.34,0.78,1.59,0.52,35.02,1.23,13.44,0.95,1.77,0.62
한일홀딩스(주),003300,2015/12,27.66,1.11,12.89,0.77,1.79,0.54,36.51,1.34,13.74,0.95,2.02,0.64
한일홀딩스(주),003300,2016/12,28.3,1.25,11.93,0.77,1.92,0.55,38.2,1.53,14.03,0.96,2.2,0.67
한일홀딩스(주),003300,2017/12,28.28,1.36,10.18,0.74,1.58,0.51,41.73,1.52,11.3,0.99,1.35,0.57
한일홀딩스(주),003300,2018/12,0.82,0.07,0.51,0.03,0.05,0.02,34.36,0.99,7.05,0.71,0.74,0.36
한일홀딩스(주),003300,2019/12,0.58,11.22,0,0.02,0.04,0.01,52.7,1.35,10.89,0.95,1.07,0.5
한일홀딩스(주),003300,2020/12,0.57,5.6,0,0.02,0.03,0.01,48.92,1.25,12.88,0.86,1,0.46
한일홀딩스(주),003300,2021/12,1.06,9.12,0,0.05,0.08,0.03,56.38,1.45,14.25,0.94,1.25,0.54
한전산업개발(주),130660,2011/12,16.34,42.38,3319.03,3.79,5.85,2.3,16.9,8.15,1240.66,4.18,3.96,2.04
한전산업개발(주),130660,2012/12,15.39,27.72,2065.99,3.6,4.52,2,15.61,6.38,550.07,3.75,2.92,1.64
한전산업개발(주),130660,2013/12,17.74,24.27,2577.62,4.23,4.49,2.18,18.07,6.66,351.91,4.06,3.01,1.73
한전산업개발(주),130660,2014/12,20.2,26.04,382.63,4.93,4.09,2.24,21.09,9.68,213.28,5.28,3.26,2.01
한전산업개발(주),130660,2015/12,19.89,24.16,191.74,5.18,3.77,2.18,20.39,17.02,163.31,5.81,3.4,2.14
한전산업개발(주),130660,2016/12,18.65,22.91,193.56,4.67,3.88,2.12,19.02,21.15,197.35,4.85,3.8,2.13
한전산업개발(주),130660,2017/12,20.35,26.82,192.52,4.77,4.18,2.23,20.74,24.96,196.17,4.93,4.09,2.24
한전산업개발(주),130660,2018/12,19.98,29.53,188.22,4.41,4.36,2.19,20.39,28.16,192.03,4.52,4.26,2.19
한전산업개발(주),130660,2019/12,18.75,30.26,166.45,3.83,3.55,1.84,19.24,29.21,170.8,3.89,3.56,1.86
한전산업개발(주),130660,2020/12,19.75,32.16,288.23,3.86,3.56,1.85,20.2,29.49,294.81,3.9,3.59,1.87
한전산업개발(주),130660,2021/12,19.18,30.92,48048.37,3.79,4.04,1.96,19.7,26.81,49333.06,3.81,4.05,1.96
한전케이피에스(주),051600,2011/12,102.83,4.23,559.98,2,4.23,1.36,,,,,,
한전케이피에스(주),051600,2012/12,111.85,4.01,469.32,1.96,5,1.41,,,,,,
한전케이피에스(주),051600,2013/12,124.64,3.85,437.16,1.95,5.07,1.41,125.09,3.59,456.94,1.81,5.14,1.34
한전케이피에스(주),051600,2014/12,119.84,3.27,489.03,1.64,4.86,1.22,120.61,3.29,492.21,1.64,4.86,1.23
한전케이피에스(주),051600,2015/12,130.12,3.27,628.76,1.58,4.95,1.2,131.08,3.29,633.4,1.59,4.97,1.2
한전케이피에스(주),051600,2016/12,134.92,3.17,706.34,1.55,4.43,1.15,135.9,3.19,711.47,1.55,4.45,1.15
한전케이피에스(주),051600,2017/12,136.9,2.98,752.14,1.46,4.13,1.08,137.42,2.99,754.99,1.46,4.14,1.08
한전케이피에스(주),051600,2018/12,137.73,2.84,824.76,1.32,4.19,1,138.05,2.85,826.66,1.32,4.2,1
한전케이피에스(주),051600,2019/12,138.29,2.81,879.98,1.22,4.21,0.95,138.55,2.82,881.63,1.22,4.21,0.94
한전케이피에스(주),051600,2020/12,144.35,2.9,103.06,1.23,4.39,0.96,144.8,2.91,103.37,1.23,4.39,0.96
한전케이피에스(주),051600,2021/12,152.85,3.06,57.68,1.27,4.52,0.99,153.39,3.09,57.7,1.24,4.38,0.97
한화솔루션(주),009830,2011/12,5.62,2.16,14.22,1.2,1.48,0.66,11.23,1.59,6.51,1.67,1.19,0.7
한화솔루션(주),009830,2012/12,5.03,1.62,11.77,1.02,1.19,0.55,9.85,1.23,5.45,1.49,0.93,0.57
한화솔루션(주),009830,2013/12,5.08,1.43,12.21,1.02,1.1,0.53,11.12,1.32,4.97,1.74,0.97,0.62
한화솔루션(주),009830,2014/12,4.7,1.37,10.98,0.96,1.17,0.53,10.58,1.34,4.46,1.74,1,0.63
한화솔루션(주),009830,2015/12,4.01,1.3,9.77,0.84,1.11,0.48,9.86,1.33,4.35,1.66,0.96,0.61
한화솔루션(주),009830,2016/12,4.23,1.43,11.71,0.86,1.13,0.49,11.26,1.57,5.7,1.78,1.07,0.67
한화솔루션(주),009830,2017/12,4.78,1.66,12.6,0.89,1.35,0.54,11.26,1.65,7.29,1.6,1.18,0.68
한화솔루션(주),009830,2018/12,4.84,1.72,11.42,0.81,1.47,0.52,10.96,1.47,6.93,1.46,1.1,0.63
한화솔루션(주),009830,2019/12,4.2,1.52,9.9,0.68,1.17,0.43,11.57,1.43,6.45,1.58,1.01,0.61
한화솔루션(주),009830,2020/12,6.96,1.96,14.1,1.06,1.41,0.61,11.2,1.41,6.32,1.56,0.97,0.6
한화솔루션(주),009830,2021/12,8.22,1.79,11.78,1.09,1.2,0.57,11.92,1.67,5.86,1.51,1.02,0.61
한화시스템(주),272210,2011/12,2.08,6.11,19.53,1.48,2.35,0.91,,,,,,
한화시스템(주),272210,2012/12,1.89,5.53,12.49,1.39,1.96,0.81,,,,,,
한화시스템(주),272210,2013/12,2.29,6.15,11.95,1.7,2.25,0.97,,,,,,
한화시스템(주),272210,2014/12,2.51,6.45,14.19,1.82,2.35,1.03,,,,,,
한화시스템(주),272210,2015/12,2.66,6.25,14.76,1.87,2.25,1.02,,,,,,
한화시스템(주),272210,2016/12,3.19,6.77,16.58,2.17,2.37,1.13,,,,,,
한화시스템(주),272210,2017/12,3.18,6.22,14.95,2.39,1.76,1.01,,,,,,
한화시스템(주),272210,2018/12,2.87,6.15,5.1,1.97,1.35,0.8,2.21,5.15,2.99,1.38,1.04,0.59
한화시스템(주),272210,2019/12,2.86,6.97,4.61,1.7,1.21,0.71,2.91,7.09,4.69,1.73,1.23,0.72
